#Module 	 Chip 	 Chn 	 MIP 	 MIP_Error
1	0	0	27.0281	0.844629	0	0
1	0	1	37.6193	1.00903	0	0
1	0	2	27.5397	0.745953	0	0
1	0	3	28.622	0.630006	0	0
1	0	4	28.7347	0.622904	0	0
1	0	5	24.3002	0.525417	0	0
1	0	6	33.8054	0.808103	0	0
1	0	7	28.25	0.750735	0	0
1	0	8	11.4931	0.334294	0	0
1	0	9	23.7509	0.508571	0	0
1	0	10	22.1991	0.495273	0	0
1	0	11	30.0704	0.757221	0	0
1	0	12	25.5636	0.686657	0	0
1	0	13	27.0281	0.819035	0	0
1	0	14	28.8827	0.693607	0	0
1	0	15	24.5333	0.603056	0	0
1	0	16	33.5235	0.909368	0	0
1	0	17	27.0281	0.794945	0	0
1	0	18	31.7573	0.888686	0	0
1	0	19	33.3403	0.954921	0	0
1	0	20	26.3859	0.708746	0	0
1	0	21	34.0467	0.907346	0	0
1	0	22	37.0028	0.994642	0	0
1	0	23	19.987	0.560629	0	0
1	0	24	34.3387	0.944427	0	0
1	0	25	19.1684	0.489569	0	0
1	0	26	12.6168	0.290061	0	0
1	0	27	12.5852	0.294841	0	0
1	0	28	33.3065	0.967135	0	0
1	0	29	27.0281	0.772233	0	0
1	0	30	31.2527	0.743269	0	0
1	0	31	27.3357	0.636576	0	0
1	0	32	19.4982	0.490687	0	0
1	0	33	22.2452	0.626935	0	0
1	0	34	36.5978	1.12997	0	0
1	0	35	24.5474	0.608947	0	0
1	1	0	14.602	0.4172	0	0
1	1	1	20.7243	0.863515	0	0
1	1	2	20.7243	0.828974	0	0
1	1	3	20.7243	0.79709	0	0
1	1	4	20.7243	0.767569	0	0
1	1	5	20.7243	0.740155	0	0
1	1	6	20.7243	0.714633	0	0
1	1	7	20.7243	0.690812	0	0
1	1	8	20.7243	0.668527	0	0
1	1	9	7.65626	0.209309	0	0
1	1	10	3.39355	0.0978817	0	0
1	1	11	16.5687	0.509625	0	0
1	1	12	21.6898	0.592963	0	0
1	1	13	20.9451	0.556608	0	0
1	1	14	24.7253	0.721925	0	0
1	1	15	22.9224	0.682806	0	0
1	1	16	27.3792	0.854765	0	0
1	1	17	20.7243	0.647636	0	0
1	1	18	20.7243	0.628011	0	0
1	1	19	21.29	0.625095	0	0
1	1	20	24.6275	0.682256	0	0
1	1	21	29.4548	0.895039	0	0
1	1	22	20.3968	0.562255	0	0
1	1	23	27.0744	0.822706	0	0
1	1	24	20.7243	0.60954	0	0
1	1	25	22.9591	0.666955	0	0
1	1	26	24.8316	0.685288	0	0
1	1	27	14.7984	0.424549	0	0
1	1	28	26.7249	0.781309	0	0
1	1	29	18.4975	0.500115	0	0
1	1	30	31.5362	0.851088	0	0
1	1	31	14.5049	0.414595	0	0
1	1	32	20.8612	0.598481	0	0
1	1	33	20.7243	0.592124	0	0
1	1	34	11.3774	0.357291	0	0
1	1	35	28.5674	0.842772	0	0
1	2	0	24.1025	0.524711	0	0
1	2	1	23.3047	0.575118	0	0
1	2	2	24.2976	0.722491	0	0
1	2	3	28.3561	0.659623	0	0
1	2	4	25.4237	0.576918	0	0
1	2	5	6.68896	0.14916	0	0
1	2	6	31.1473	0.769597	0	0
1	2	7	34.7675	0.92231	0	0
1	2	8	31.192	0.713904	0	0
1	2	9	30.7003	0.709561	0	0
1	2	10	30.2174	0.699522	0	0
1	2	11	23.4162	0.594963	0	0
1	2	12	24.7354	0.592815	0	0
1	2	13	29.4771	0.677679	0	0
1	2	14	30.5784	0.797276	0	0
1	2	15	28.957	0.692006	0	0
1	2	16	24.8726	0.641779	0	0
1	2	17	26.6795	0.746884	0	0
1	2	18	39.9216	1.18134	0	0
1	2	19	38.8449	1.04871	0	0
1	2	20	37.2866	0.970204	0	0
1	2	21	25.3107	0.607827	0	0
1	2	22	30.8502	0.707753	0	0
1	2	23	34.179	0.851025	0	0
1	2	24	25.9719	0.690685	0	0
1	2	25	25.6653	0.627854	0	0
1	2	26	31.2834	0.750394	0	0
1	2	27	34.7554	0.839492	0	0
1	2	28	27.7376	0.840534	0	0
1	2	29	25.668	0.695001	0	0
1	2	30	25.0752	0.656247	0	0
1	2	31	22.9844	0.618271	0	0
1	2	32	22.7229	0.620975	0	0
1	2	33	27.7376	0.815812	0	0
1	2	34	27.7376	0.792503	0	0
1	2	35	15.9077	0.420227	0	0
1	3	0	32.8908	8.22269	0	0
1	3	1	32.8908	6.57815	0	0
1	3	2	32.8908	5.4818	0	0
1	3	3	32.8908	4.69868	0	0
1	3	4	32.8908	4.11135	0	0
1	3	5	32.8908	3.65453	0	0
1	3	6	32.8908	3.28908	0	0
1	3	7	32.8908	2.99007	0	0
1	3	8	32.8908	2.7409	0	0
1	3	9	32.8908	2.53006	0	0
1	3	10	32.8908	2.34934	0	0
1	3	11	32.8908	2.19272	0	0
1	3	12	32.8908	2.05567	0	0
1	3	13	32.8908	1.93475	0	0
1	3	14	32.8908	1.82727	0	0
1	3	15	32.8908	1.73109	0	0
1	3	16	32.8908	1.64454	0	0
1	3	17	32.8908	1.56623	0	0
1	3	18	32.8908	1.49504	0	0
1	3	19	32.8908	1.43003	0	0
1	3	20	32.8908	1.37045	0	0
1	3	21	32.8908	1.31563	0	0
1	3	22	32.8908	1.26503	0	0
1	3	23	32.8908	1.21818	0	0
1	3	24	32.8908	1.17467	0	0
1	3	25	30.8589	0.910773	0	0
1	3	26	38.0232	1.0101	0	0
1	3	27	33.8159	0.882289	0	0
1	3	28	32.8908	1.13416	0	0
1	3	29	32.8908	1.09636	0	0
1	3	30	32.8908	1.06099	0	0
1	3	31	32.8908	1.02784	0	0
1	3	32	32.8908	0.99669	0	0
1	3	33	32.8908	0.967376	0	0
1	3	34	32.8908	0.939736	0	0
1	3	35	28.8651	0.776741	0	0
2	0	0	77.5168	7.04698	0	0
