#Module 	 Chip 	 Chn 	 Mean 	 MeanError
13	212	30	238.097	4.3909
13	212	31	237.556	4.73881
13	212	32	255.412	5.49828
13	212	33	233.795	4.7893
13	212	34	242.315	4.78888
13	212	35	244.247	4.89392
13	213	0	287.727	5.79907
13	213	1	299.072	6.59598
13	213	2	297.782	6.68207
13	213	3	278.978	5.6531
13	213	4	272.374	5.43657
13	213	5	295.877	6.04282
13	213	6	288.541	5.99491
13	213	7	278.466	5.40944
13	213	8	278.812	5.71616
13	213	9	295.866	6.38826
13	213	10	299.092	6.31635
13	213	11	285.188	5.55277
13	213	12	290.047	6.00507
13	213	13	290.327	5.43135
13	213	14	282.666	5.75717
13	213	15	299.743	5.98707
13	213	16	286.845	6.11798
13	213	17	298.669	5.70365
13	213	18	283.91	5.28712
13	213	19	298.758	5.66108
13	213	20	296.796	6.01371
13	213	21	283.332	5.44819
13	213	22	297.91	5.84203
13	213	23	296.204	5.89262
13	213	24	290.275	6.16372
13	213	25	291.318	6.36971
13	213	26	282.465	5.15832
13	213	27	283.467	5.54109
13	213	28	293.068	5.71329
13	213	29	299.432	5.86829
13	213	30	286.296	5.36961
13	213	31	280.58	5.11448
13	213	32	282.124	5.78084
13	213	33	284.834	5.83016
13	213	34	276.295	4.66579
13	213	35	300.151	6.56178
13	214	0	238.148	3.62421
13	214	1	251.448	3.86097
13	214	2	256.87	4.11859
13	214	3	254.288	4.20741
13	214	4	250.838	4.40358
13	214	5	253.291	4.37547
13	214	6	233.14	3.73234
13	214	7	245.107	3.87312
13	214	8	246.17	3.97787
13	214	9	246.446	3.97915
13	214	10	257.213	4.23973
13	214	11	250.566	4.57753
13	214	12	246.612	3.68902
13	214	13	239.582	3.66166
13	214	14	249.106	4.17421
13	214	15	248.087	4.02778
13	214	16	242.266	3.72892
13	214	17	255.791	4.49614
13	214	18	238.327	3.78931
13	214	19	240.925	3.99586
13	214	20	255.976	4.22102
13	214	21	248.6	4.28015
13	214	22	246.419	4.24091
13	214	23	258.213	4.62854
13	214	24	254.347	4.2393
13	214	25	245.989	3.78474
13	214	26	245.323	4.19426
13	214	27	240.775	3.74348
13	214	28	259.354	4.58472
13	214	29	247.871	4.64782
13	214	30	241.537	3.99482
13	214	31	238.248	3.82078
13	214	32	239.709	3.81655
13	214	33	252.816	4.29358
13	214	34	248.212	4.02056
13	214	35	252.476	4.34417
13	215	0	284.619	4.85961
13	215	1	264.785	4.73639
13	215	2	272.273	4.93846
13	215	3	274.601	4.72911
13	215	4	264.679	4.5327
13	215	5	272.643	4.52133
13	215	6	279.426	4.77481
13	215	7	275.181	4.7335
13	215	8	268.077	4.50115
13	215	9	268.36	4.59262
13	215	10	281.661	4.88668
13	215	11	275.831	4.73193
13	215	12	275.72	4.9852
13	215	13	270.88	4.60855
13	215	14	269.277	4.754
13	215	15	275.745	4.68422
13	215	16	268.724	4.73004
13	215	17	280.948	4.82682
13	215	18	270.168	4.72758
13	215	19	273.842	4.92537
13	215	20	280.996	5.14635
13	215	21	269.561	4.85726
13	215	22	279.132	4.635
13	215	23	289.739	5.03469
13	215	24	269.606	5.0288
13	215	25	274.037	5.03449
13	215	26	285.035	5.54588
13	215	27	271.6	5.09917
13	215	28	283.63	5.27902
13	215	29	280.795	5.28753
13	215	30	285.357	5.37044
13	215	31	289.119	5.41443
13	215	32	294.247	6.02529
13	215	33	303.849	6.2727
13	215	34	299.478	6.22038
13	215	35	278.268	5.24975
13	216	0	317.195	5.29265
13	216	1	299.725	4.95708
13	216	2	303.984	4.90312
13	216	3	305.464	5.04972
13	216	4	302.511	4.91714
13	216	5	300.176	4.78964
13	216	6	307.938	5.04861
13	216	7	291.951	4.69634
13	216	8	296.44	4.81475
13	216	9	317.734	5.1581
13	216	10	297.063	4.5851
13	216	11	302.933	5.05913
13	216	12	323.966	5.44199
13	216	13	309.191	5.00327
13	216	14	305.744	4.98012
13	216	15	296.111	4.73674
13	216	16	298.473	4.87733
13	216	17	312.153	5.11154
13	216	18	309.049	5.35258
13	216	19	313.323	5.27165
13	216	20	309.174	5.17291
13	216	21	322.897	5.29618
13	216	22	296.739	4.48677
13	216	23	315.553	5.34201
13	216	24	308.446	5.62922
13	216	25	312.418	5.47782
13	216	26	312.914	5.1261
13	216	27	307.086	5.17457
13	216	28	311.543	4.83293
13	216	29	307.125	4.26514
13	216	30	317.963	5.97349
13	216	31	312.6	5.64769
13	216	32	310.485	5.48742
13	216	33	318.59	5.26923
13	216	34	309.152	5.03258
13	216	35	304.417	4.73376
14	217	0	287.06	1.96502
14	217	1	279.322	1.92127
14	217	2	283.594	1.93702
14	217	3	284.915	1.95333
14	217	4	281.337	1.93123
14	217	5	277.356	1.89289
14	217	6	293.133	2.00285
14	217	7	286.811	1.95521
14	217	8	285.975	1.94631
14	217	9	294.374	2.00949
14	217	10	292.641	1.99827
14	217	11	297.454	2.02393
14	217	12	289.149	1.97268
14	217	13	291.581	1.98571
14	217	14	283.016	1.91992
14	217	15	284.25	1.93851
14	217	16	283.351	1.92432
14	217	17	288.478	1.96643
14	217	18	279.972	1.91214
14	217	19	281.925	1.9266
14	217	20	285.274	1.96208
14	217	21	282.343	1.93707
14	217	22	296.64	2.04459
14	217	23	376.238	10.7542
14	217	24	273.057	1.86234
14	217	25	292.869	2.00911
14	217	26	288.46	1.99661
14	217	27	289.595	2.02315
14	217	28	287.917	2.08168
14	217	29	292.895	2.17005
14	217	30	308.698	2.32088
14	217	31	303.974	2.35926
14	217	32	308.673	2.50087
14	217	33	310.06	2.62147
14	217	34	314.854	2.75576
14	217	35	327.279	2.86189
14	218	0	246.312	4.07841
14	218	1	250.807	4.35239
14	218	2	263.067	4.79814
14	218	3	256.375	4.42203
14	218	4	264.236	4.49354
14	218	5	266.763	6.17823
14	218	6	271.045	4.54001
14	218	7	239.68	4.00921
14	218	8	264.092	4.5608
14	218	9	254.089	4.38398
14	218	10	267.36	4.67215
14	218	11	263.564	6.04675
14	218	12	267.316	6.1225
14	218	13	257.224	4.29496
14	218	14	249.315	4.16439
14	218	15	245.576	4.14239
14	218	16	248.546	4.06166
14	218	17	252.771	4.20183
14	218	18	258.643	5.98454
14	218	19	256.208	5.78833
14	218	20	254.825	5.78497
14	218	21	270.089	6.0723
14	218	22	252.848	5.74198
14	218	23	260.01	5.57341
14	218	24	257.316	5.72754
14	218	25	241.597	5.28313
14	218	26	265.962	5.71434
14	218	27	257.824	5.72101
14	218	28	264.567	5.89957
14	218	29	258.352	5.67846
14	218	30	259.615	5.6925
14	218	31	256.092	5.6002
14	218	32	253.398	5.42953
14	218	33	259.502	5.63616
14	218	34	256.94	5.57422
14	218	35	264.715	5.97795
14	219	0	281.768	5.71118
14	219	1	289.39	5.83819
14	219	2	299.205	6.92475
14	219	3	287.606	3.75995
14	219	4	288.998	3.91118
14	219	5	286.503	3.8476
14	219	6	283.235	5.68546
14	219	7	291.627	7.20901
14	219	8	284.83	5.92945
14	219	9	280.233	3.68668
14	219	10	280.472	3.7726
14	219	11	290.296	3.83591
14	219	12	291.771	6.47883
14	219	13	270.407	5.06748
14	219	14	295.884	6.31224
14	219	15	283.016	3.68726
14	219	16	287.633	3.83674
14	219	17	291.196	3.88271
14	219	18	280.676	6.07205
14	219	19	277.657	5.6513
14	219	20	294.256	5.96379
14	219	21	285.164	6.21948
14	219	22	273.384	3.63243
14	219	23	277.626	3.69034
14	219	24	280.182	6.08853
14	219	25	301.693	7.08344
14	219	26	290.337	5.9956
14	219	27	289.892	6.12856
14	219	28	297.752	6.41538
14	219	29	283.02	3.74394
14	219	30	291.084	7.72174
14	219	31	273.942	5.25019
14	219	32	273.875	5.69281
14	219	33	284.998	5.97211
14	219	34	292.255	3.84336
14	219	35	285.953	6.37645
14	220	0	270.168	4.53022
14	220	1	269.274	4.21091
14	220	2	260.016	4.0717
14	220	3	264.527	4.2134
14	220	4	278.519	4.46813
14	220	5	288.033	5.406
14	220	6	263.979	4.53086
14	220	7	275.119	4.41735
14	220	8	276.693	4.47089
14	220	9	278.919	4.55825
14	220	10	284.164	4.55219
14	220	11	275.447	4.57395
14	220	12	269.303	4.77681
14	220	13	266.735	4.68704
14	220	14	280.337	4.419
14	220	15	279.774	4.64944
14	220	16	267.663	4.04139
14	220	17	277.205	4.36894
14	220	18	270.244	4.78984
14	220	19	275.424	4.45037
14	220	20	284.695	5.13012
14	220	21	271.201	4.19344
14	220	22	280.469	4.74491
14	220	23	275.256	4.52422
14	220	24	272.419	4.19427
14	220	25	268.95	4.82964
14	220	26	266.264	4.22466
14	220	27	279.706	4.6003
14	220	28	268.074	4.37909
14	220	29	271.891	4.54975
14	220	30	275.194	4.49813
14	220	31	251.879	4.09815
14	220	32	284.981	4.57321
14	220	33	266.713	4.21615
14	220	34	276.92	4.45058
14	220	35	295.133	5.14374
14	221	0	297.026	5.12173
14	221	1	309.661	5.15169
14	221	2	299.648	4.60062
14	221	3	291.946	4.66979
14	221	4	310.927	5.38236
14	221	5	294.921	4.79532
14	221	6	299.264	4.89939
14	221	7	298.425	4.7829
14	221	8	287.558	4.75546
14	221	9	289.27	4.6573
14	221	10	300.533	4.91583
14	221	11	317.093	5.62075
14	221	12	296.13	4.6708
14	221	13	279.174	4.59925
14	221	14	305.533	4.99114
14	221	15	305.271	5.01868
14	221	16	299.857	5.05388
14	221	17	310.163	4.87764
14	221	18	304.798	4.83636
14	221	19	291.148	4.95367
14	221	20	300.595	4.66952
14	221	21	292.914	4.83771
14	221	22	293.274	4.74865
14	221	23	308.239	5.00877
14	221	24	306.111	5.8241
14	221	25	280.996	4.6664
14	221	26	293.895	4.46121
14	221	27	290.032	4.95391
14	221	28	295.401	4.93769
14	221	29	311.722	5.18105
14	221	30	290.388	4.56507
14	221	31	290.279	4.49454
14	221	32	301.422	5.02327
14	221	33	293.695	4.26586
14	221	34	307.272	5.15314
14	221	35	282.858	4.43676
14	222	0	277.221	4.40371
14	222	1	302.228	5.41247
14	222	2	269.957	4.19894
14	222	3	280.121	4.41375
14	222	4	290.157	4.85837
14	222	5	286.383	4.64786
14	222	6	276.898	4.30878
14	222	7	286.336	4.21734
14	222	8	283.044	4.4096
14	222	9	285.049	4.47862
14	222	10	275.324	4.15252
14	222	11	271.247	4.09818
14	222	12	289.474	4.526
14	222	13	274.93	4.50762
14	222	14	289.187	4.49939
14	222	15	276.041	4.29394
14	222	16	280.776	4.32334
14	222	17	280.395	5.78521
14	222	18	284.193	4.92596
14	222	19	280.488	4.55774
14	222	20	279.969	4.47582
14	222	21	289.558	4.57377
14	222	22	281.647	4.75287
14	222	23	293.016	4.97577
14	222	24	299.335	4.63802
14	222	25	303.693	4.88979
14	222	26	285.943	4.34229
14	222	27	291.865	5.14383
14	222	28	288.512	4.63257
14	222	29	275.571	4.17178
14	222	30	286.439	4.53511
14	222	31	290.965	5.13777
14	222	32	278.348	4.31717
14	222	33	285.232	4.78624
14	222	34	287.372	4.73877
14	222	35	291.446	4.45097
14	223	0	244.263	4.0814
14	223	1	248.498	4.79384
14	223	2	249.24	4.22776
14	223	3	240.107	4.37624
14	223	4	237.46	3.96988
14	223	5	250.923	4.60743
14	223	6	231.365	3.98204
14	223	7	256.15	4.68069
14	223	8	236.076	4.20454
14	223	9	249.616	4.74154
14	223	10	253.444	4.1069
14	223	11	244.353	4.13574
14	223	12	240.72	4.16276
14	223	13	256.701	4.34205
14	223	14	252.838	4.57554
14	223	15	245.395	4.10603
14	223	16	255.651	4.49123
14	223	17	255.676	4.76949
14	223	18	243.596	4.01076
14	223	19	249.241	4.59387
14	223	20	243.461	4.22144
14	223	21	247.476	4.7664
14	223	22	238.342	4.34339
14	223	23	252.143	4.07359
14	223	24	245.374	3.84841
14	223	25	238.42	4.12669
14	223	26	250.321	4.43289
14	223	27	252.464	4.26102
14	223	28	238.238	4.08224
14	223	29	237.988	4.04785
14	223	30	239.706	3.98855
14	223	31	229.718	3.69249
14	223	32	242.023	4.12631
14	223	33	247.097	4.26708
14	223	34	229.941	3.64045
14	223	35	233.897	4.01178
14	224	0	298.187	6.71388
14	224	1	279.339	6.37889
14	224	2	287.471	6.45972
14	224	3	294.955	6.48061
14	224	4	274.899	5.97981
14	224	5	286.108	6.31074
14	224	6	287.422	4.19036
14	224	7	278.714	5.89496
14	224	8	287.594	6.47697
14	224	9	281.336	6.01178
14	224	10	284.532	6.45199
14	224	11	298.081	6.45889
14	224	12	293.662	6.89911
14	224	13	303.841	7.98962
14	224	14	285.243	6.23931
14	224	15	287.473	6.38927
14	224	16	278.513	5.8361
14	224	17	294.629	6.10774
14	224	18	285.329	6.56356
14	224	19	294.168	6.65382
14	224	20	298.333	6.71422
14	224	21	285.5	6.29113
14	224	22	309.568	8.03594
14	224	23	291.477	6.14266
14	224	24	300.812	6.99545
14	224	25	294.935	7.35334
14	224	26	294.413	6.94095
14	224	27	294.72	6.68735
14	224	28	280.881	6.26582
14	224	29	295.474	6.14919
14	224	30	286.741	6.53211
14	224	31	286.551	6.29812
14	224	32	293.121	6.44849
14	224	33	279.525	5.73389
14	224	34	288.276	6.37535
14	224	35	279.532	6.09716
14	225	0	290.01	6.15311
14	225	1	284.012	6.24656
14	225	2	302.361	6.48947
14	225	3	298.452	6.32234
14	225	4	300.033	6.15176
14	225	5	291.246	5.97098
14	225	6	317.512	7.11299
14	225	7	300.736	6.49292
14	225	8	293.016	6.64932
14	225	9	287.445	5.76296
14	225	10	295.874	5.98084
14	225	11	290.465	5.70174
14	225	12	300.837	6.61839
14	225	13	306.638	6.83624
14	225	14	307.298	6.68035
14	225	15	279.351	5.41036
14	225	16	312.201	6.89241
14	225	17	302.406	6.2792
14	225	18	309.457	6.68219
14	225	19	307.563	6.84601
14	225	20	301.747	6.75368
14	225	21	303.906	6.82158
14	225	22	293.538	6.08318
14	225	23	284.137	5.87051
14	225	24	313.263	7.08249
14	225	25	295.875	6.46848
14	225	26	286.451	5.96397
14	225	27	291.333	6.00598
14	225	28	288.762	5.94125
14	225	29	307.111	6.24067
14	225	30	304.852	6.73775
14	225	31	311.738	6.80365
14	225	32	290.939	6.02525
14	225	33	311.41	7.22035
14	225	34	281.686	5.77192
14	225	35	285.427	6.20311
14	226	0	288.18	5.52205
14	226	1	262.209	4.81071
14	226	2	279.38	5.07
14	226	3	280.101	5.09421
14	226	4	272.419	4.59856
14	226	5	282.965	5.31932
14	226	6	271.472	4.85133
14	226	7	259.767	4.5898
14	226	8	265.119	4.79162
14	226	9	268.446	4.83063
14	226	10	273.234	5.17631
14	226	11	264.888	4.52195
14	226	12	290.65	5.4343
14	226	13	274.703	5.14389
14	226	14	276.544	5.27549
14	226	15	273.604	4.99015
14	226	16	276.755	5.04581
14	226	17	268.987	4.65335
14	226	18	286.773	5.25809
14	226	19	278.374	5.26606
14	226	20	271.901	5.08548
14	226	21	279.786	4.96369
14	226	22	267.25	4.57822
14	226	23	278.45	4.75632
14	226	24	291.469	5.05733
14	226	25	281.946	5.37856
14	226	26	272.393	4.80657
14	226	27	285.957	4.96241
14	226	28	272.766	4.9771
14	226	29	263.71	4.59202
14	226	30	270.99	4.68479
14	226	31	276.389	4.76298
14	226	32	286.999	5.12977
14	226	33	273.737	4.90736
14	226	34	278.124	5.15351
14	226	35	275.902	4.82511
14	227	0	286.754	4.88586
14	227	1	293.161	4.9428
14	227	2	298.547	5.0636
14	227	3	294.543	4.97311
14	227	4	294.254	5.00763
14	227	5	290.558	4.90471
14	227	6	312.859	4.88251
14	227	7	295.263	5.00283
14	227	8	292.161	4.92281
14	227	9	294.54	4.95185
14	227	10	297.583	5.08322
14	227	11	301.872	5.07428
14	227	12	294.102	4.94147
14	227	13	297.515	5.00176
14	227	14	300.189	5.06696
14	227	15	294.441	4.97935
14	227	16	299.996	5.05836
14	227	17	296.932	5.08017
14	227	18	299.529	5.10119
14	227	19	296.017	4.97773
14	227	20	284.286	4.79966
14	227	21	297.758	5.04149
14	227	22	299.178	5.07227
14	227	23	293.18	4.95242
14	227	24	297.6	5.04722
14	227	25	292.435	4.94246
14	227	26	305.388	5.18195
14	227	27	285.076	4.81245
14	227	28	298.513	5.04445
14	227	29	309.372	5.24252
14	227	30	285.253	4.82129
14	227	31	307.474	5.18739
14	227	32	301.986	5.11422
14	227	33	308.47	5.27209
14	227	34	292.349	4.99113
14	227	35	288.019	4.87444
14	228	0	289.837	4.83562
14	228	1	285.691	4.90335
14	228	2	274.923	4.52266
14	228	3	280.773	4.80451
14	228	4	281.455	4.93335
14	228	5	274.519	4.58824
14	228	6	281.962	4.90279
14	228	7	278.682	4.72811
14	228	8	288.068	4.82006
14	228	9	282.45	4.76364
14	228	10	280.14	4.63599
14	228	11	284.159	4.87231
14	228	12	277.225	4.57861
14	228	13	272.143	4.58675
14	228	14	292.096	4.86211
14	228	15	286.53	4.98862
14	228	16	297.152	5.25697
14	228	17	289.581	4.94133
14	228	18	282.617	4.94164
14	228	19	291.137	5.08542
14	228	20	294.386	5.66192
14	228	21	290.522	5.15718
14	228	22	295.156	5.32995
14	228	23	300.889	5.20426
14	228	24	297.06	5.75325
14	228	25	282.81	5.08176
14	228	26	303.808	5.746
14	228	27	306.47	5.68071
14	228	28	293.282	5.33994
14	228	29	293.807	5.47464
14	228	30	297.769	5.37792
14	228	31	273.12	4.5576
14	228	32	277.63	5.50066
14	228	33	302.977	6.08415
14	228	34	296.715	5.78817
14	228	35	294.983	5.90622
14	229	0	283.214	4.98758
14	229	1	288.447	5.45833
14	229	2	274.179	4.98006
14	229	3	273.942	4.93685
14	229	4	282.688	5.01931
14	229	5	263.856	4.78758
14	229	6	273.033	5.08876
14	229	7	272.378	5.0809
14	229	8	285.245	4.93436
14	229	9	285.507	5.21915
14	229	10	288.232	5.14613
14	229	11	261.806	4.3976
14	229	12	276.526	4.87602
14	229	13	280.43	4.99933
14	229	14	289.212	5.18872
14	229	15	281.843	5.29854
14	229	16	268.628	4.80483
14	229	17	277.012	4.99559
14	229	18	280.11	4.71065
14	229	19	277.536	4.91825
14	229	20	274.018	5.22369
14	229	21	288.053	4.96846
14	229	22	272.534	4.6868
14	229	23	297.366	5.4575
14	229	24	287.008	5.01384
14	229	25	273.034	4.65457
14	229	26	273.885	4.60553
14	229	27	268.787	4.75063
14	229	28	277.824	4.83584
14	229	29	287.823	5.10804
14	229	30	271.967	4.65314
14	229	31	277.185	4.71628
14	229	32	272.931	4.46845
14	229	33	274.171	4.63027
14	229	34	276.43	4.74301
14	229	35	284.318	4.78537
14	230	0	296.226	5.78962
14	230	1	289.252	5.91852
14	230	2	290.642	6.01173
14	230	3	287.573	5.6238
14	230	4	298.71	6.26425
14	230	5	291.499	5.92883
14	230	6	281.927	5.67274
14	230	7	288.461	6.3958
14	230	8	281.864	5.48783
14	230	9	290.016	6.08273
14	230	10	274.658	5.78387
14	230	11	293.337	6.25425
14	230	12	291.307	6.20911
14	230	13	285.704	5.86323
14	230	14	287.729	5.64892
14	230	15	283.801	6.32825
14	230	16	276.873	6.07557
14	230	17	298.026	7.44294
14	230	18	288.248	6.03652
14	230	19	286.189	5.7985
14	230	20	286.833	5.2576
14	230	21	284.023	5.6881
14	230	22	299.524	5.95537
14	230	23	289.91	6.06131
14	230	24	284.796	5.53914
14	230	25	288.993	5.59299
14	230	26	288.297	5.63095
14	230	27	302.29	6.63169
14	230	28	296.8	5.63859
14	230	29	305.344	6.99928
14	230	30	289.964	5.90327
14	230	31	287.914	6.2395
14	230	32	285.417	5.67857
14	230	33	277.746	5.73506
14	230	34	289.257	5.61836
14	230	35	298.139	6.66478
14	231	0	271.093	4.62351
14	231	1	269.878	4.55041
14	231	2	264.821	4.52723
14	231	3	273.252	4.64987
14	231	4	273.649	4.64887
14	231	5	280.832	4.73699
14	231	6	259.93	4.39616
14	231	7	270.78	4.55301
14	231	8	268.196	4.57538
14	231	9	261.291	4.45701
14	231	10	274.648	4.70144
14	231	11	272.083	4.69446
14	231	12	277.028	4.76005
14	231	13	265.714	4.59807
14	231	14	269.703	4.68132
14	231	15	266.566	4.5774
14	231	16	260.505	4.4379
14	231	17	267.526	4.59846
14	231	18	278.085	4.76834
14	231	19	277.482	4.8058
14	231	20	282.956	4.89417
14	231	21	265.69	4.66305
14	231	22	282.407	4.95445
14	231	23	278.449	4.84247
14	231	24	279.598	4.86463
14	231	25	277.016	4.96404
14	231	26	279.431	4.97383
14	231	27	281.91	5.04393
14	231	28	282.271	5.2403
14	231	29	286.682	5.09114
14	231	30	280.429	5.19537
14	231	31	276.609	5.09452
14	231	32	282.596	5.31588
14	231	33	285.276	5.519
14	231	34	286.088	5.45614
14	231	35	284.53	5.25581
14	232	0	284.4	5.99001
14	232	1	284.335	5.40089
14	232	2	289.049	6.32174
14	232	3	272.736	5.86568
14	232	4	269.822	5.57475
14	232	5	291.3	5.77272
14	232	6	291.569	6.02098
14	232	7	287.336	5.88663
14	232	8	305.249	6.45975
14	232	9	268.018	5.12261
14	232	10	290.889	5.98698
14	232	11	277.313	5.33428
14	232	12	270.573	5.42972
14	232	13	290.51	6.01474
14	232	14	290.696	6.40142
14	232	15	303.116	6.29111
14	232	16	281.119	5.59067
14	232	17	294.141	6.26623
14	232	18	307.026	6.74635
14	232	19	290.401	5.92015
14	232	20	294.943	5.98174
14	232	21	273.182	5.5503
14	232	22	280.282	5.61646
14	232	23	288.078	6.0137
14	232	24	296.592	6.52215
14	232	25	289.831	6.30041
14	232	26	286.53	5.68774
14	232	27	292.3	6.16505
14	232	28	268.652	5.50061
14	232	29	283.116	5.5083
14	232	30	299.194	7.27184
14	232	31	278.748	6.32042
14	232	32	266.935	5.67131
14	232	33	300.829	6.2583
14	232	34	282.611	5.44598
14	232	35	294.229	5.77404
3	233	0	258.166	4.04121
3	233	1	251.454	3.87484
3	233	2	252.262	4.14076
3	233	3	267.351	4.39487
3	233	4	257.409	4.01841
3	233	5	249.869	3.75304
3	233	6	262.601	4.4426
3	233	7	253.043	3.80066
3	233	8	247.117	3.69519
3	233	9	251.188	3.93641
3	233	10	252.737	3.92155
3	233	11	240.285	3.61498
3	233	12	255.743	3.88093
3	233	13	256.423	4.06279
3	233	14	264.214	4.0548
3	233	15	268.298	4.1576
3	233	16	251.393	3.76141
3	233	17	254.247	4.01757
3	233	18	260.167	4.08435
3	233	19	252.29	3.80622
3	233	20	258.398	4.02095
3	233	21	250.847	3.85931
3	233	22	249.505	3.71077
3	233	23	232.968	3.57502
3	233	24	242.182	3.68129
3	233	25	266.003	4.33244
3	233	26	244.03	3.77946
3	233	27	256.975	4.21044
3	233	28	245.544	3.73141
3	233	29	260.351	4.06283
3	233	30	241.511	3.58801
3	233	31	246.053	3.73943
3	233	32	259.767	4.53147
3	233	33	256.844	3.92469
3	233	34	246.572	3.99878
3	233	35	244.505	3.80665
3	234	0	270.879	4.35308
3	234	1	276.035	4.65241
3	234	2	285.787	4.81164
3	234	3	281.508	4.79435
3	234	4	267.593	4.53916
3	234	5	276.037	4.54671
3	234	6	278.444	4.48409
3	234	7	263.834	4.32449
3	234	8	288.025	5.06427
3	234	9	280.613	4.8732
3	234	10	280.99	4.66737
3	234	11	273.31	4.52453
3	234	12	275.223	4.55068
3	234	13	286.536	4.83597
3	234	14	277.755	4.80925
3	234	15	291.576	4.85739
3	234	16	280.382	4.66441
3	234	17	288.18	5.04919
3	234	18	283.674	4.79877
3	234	19	277.466	4.37353
3	234	20	278.151	4.58158
3	234	21	285.567	4.77699
3	234	22	284.129	4.47087
3	234	23	284.54	4.82746
3	234	24	276.712	4.35108
3	234	25	277.4	4.30162
3	234	26	284.743	4.64386
3	234	27	277.012	4.51713
3	234	28	274.564	4.48078
3	234	29	283.393	4.58069
3	234	30	268.385	4.34856
3	234	31	275.641	4.49241
3	234	32	274.974	4.66192
3	234	33	287.849	4.60034
3	234	34	277.721	4.5557
3	234	35	282.993	4.77062
3	235	0	212.459	4.39054
3	235	1	211.866	4.42907
3	235	2	219.538	4.61661
3	235	3	215.73	4.27451
3	235	4	212.836	4.61734
3	235	5	210.194	4.18878
3	235	6	219.044	4.28623
3	235	7	220.881	4.73523
3	235	8	226.085	4.8941
3	235	9	226.511	4.56624
3	235	10	215.679	4.25273
3	235	11	212.138	4.05109
3	235	12	218.003	4.69844
3	235	13	220.159	4.36091
3	235	14	214.163	4.47087
3	235	15	222.628	4.63611
3	235	16	215.713	4.46694
3	235	17	223.941	4.87738
3	235	18	215.065	4.33867
3	235	19	222.296	4.57297
3	235	20	227.906	4.54958
3	235	21	211.435	4.47988
3	235	22	228.68	4.49137
3	235	23	212.473	4.27039
3	235	24	202.831	4.11359
3	235	25	211.409	4.26865
3	235	26	222.459	4.67648
3	235	27	227.948	4.65466
3	235	28	230.386	4.99572
3	235	29	212.268	4.37633
3	235	30	222.813	4.37183
3	235	31	203.982	4.22341
3	235	32	217.702	4.29926
3	235	33	218.457	4.39525
3	235	34	224.235	4.46248
3	235	35	226.32	4.44733
3	236	0	246.394	4.90595
3	236	1	252.219	4.94204
3	236	2	261.714	5.84013
3	236	3	244.258	4.84221
3	236	4	246.3	5.10822
3	236	5	254.627	5.12783
3	236	6	259.962	5.08423
3	236	7	245.609	5.10687
3	236	8	252.588	4.89493
3	236	9	250.024	5.03117
3	236	10	244.746	5.03083
3	236	11	249.532	4.73204
3	236	12	250.152	4.90096
3	236	13	253.504	5.05234
3	236	14	255.986	4.79339
3	236	15	254.657	5.18142
3	236	16	255.203	5.08698
3	236	17	255.365	4.93471
3	236	18	243.678	4.64914
3	236	19	265.885	5.11295
3	236	20	275.103	5.5463
3	236	21	261.902	5.02779
3	236	22	262.011	4.96289
3	236	23	258.14	4.86845
3	236	24	257.114	4.91825
3	236	25	257.352	5.23418
3	236	26	267.355	5.30843
3	236	27	243.772	4.61721
3	236	28	246.308	4.92247
3	236	29	254.851	5.02937
3	236	30	255.545	5.12013
3	236	31	264.306	5.06376
3	236	32	258.645	4.90228
3	236	33	249.881	4.92582
3	236	34	260.949	5.61778
3	236	35	248.468	3.35055
