#Module 	 Chip 	 Chn 	 Mean 	 MeanError
12	186	34	260.389	5.12704
12	186	35	256.118	4.98639
12	187	0	282.91	5.35452
12	187	1	296.214	5.70418
12	187	2	283.023	5.62523
12	187	3	288.026	5.45674
12	187	4	293.283	3.79015
12	187	5	288.365	3.84102
12	187	6	290.677	5.65307
12	187	7	309.57	5.80945
12	187	8	289.344	5.37241
12	187	9	291.977	5.5431
12	187	10	306.984	6.46008
12	187	11	295.85	3.97754
12	187	12	283.419	5.20945
12	187	13	288.053	5.55714
12	187	14	283.118	5.41622
12	187	15	293.426	5.55617
12	187	16	302.776	6.13947
12	187	17	296.998	5.83888
12	187	18	295.306	5.54381
12	187	19	293.658	5.17649
12	187	20	285.236	5.29434
12	187	21	297.126	5.52691
12	187	22	295.092	5.40561
12	187	23	306.802	5.94744
12	187	24	289.914	5.31537
12	187	25	277.008	5.03862
12	187	26	292.98	5.58577
12	187	27	290.965	5.26535
12	187	28	282.553	5.22683
12	187	29	297.499	3.84677
12	187	30	303.069	5.60025
12	187	31	307.3	5.55839
12	187	32	301.111	5.48909
12	187	33	292.733	5.61259
12	187	34	287.023	5.46342
12	187	35	297.337	5.95886
12	188	0	236.875	3.87289
12	188	1	242.975	4.05414
12	188	2	270.515	4.65285
12	188	3	256.017	4.30107
12	188	4	264.119	4.88508
12	188	5	268.49	4.63133
12	188	6	261.154	4.63335
12	188	7	253.375	4.2696
12	188	8	264.486	4.60679
12	188	9	254.395	4.2367
12	188	10	258.851	4.26699
12	188	11	267.104	4.60795
12	188	12	338.116	4.69001
12	188	13	242.042	3.89152
12	188	14	260.963	4.49112
12	188	15	266.35	4.46552
12	188	16	274.251	4.90384
12	188	17	254.475	4.24386
12	188	18	259.389	4.40001
12	188	19	258.33	4.47187
12	188	20	266.709	4.58051
12	188	21	253.868	4.18013
12	188	22	246.085	4.14468
12	188	23	268.593	4.45339
12	188	24	251.543	4.54936
12	188	25	257.258	4.26384
12	188	26	250.613	4.35722
12	188	27	249.452	4.03491
12	188	28	261.441	4.52902
12	188	29	254.326	4.31574
12	188	30	253.25	4.23601
12	188	31	256.633	4.36347
12	188	32	247.704	4.03984
12	188	33	249.226	4.20883
12	188	34	257.348	4.48073
12	188	35	259.127	4.33154
12	189	0	235.262	2.81593
12	189	1	229.201	2.74989
12	189	2	229.356	3.01692
12	189	3	247.01	3.06273
12	189	4	230.958	2.85157
12	189	5	223.699	2.72068
12	189	6	235.484	4.27651
12	189	7	236.396	2.878
12	189	8	236.696	4.24596
12	189	9	230.319	2.77427
12	189	10	234.367	2.74918
12	189	11	232.989	2.84252
12	189	12	229.102	4.15961
12	189	13	227.384	4.1964
12	189	14	234.712	4.15651
12	189	15	236.917	4.21627
12	189	16	223.824	2.48052
12	189	17	238.223	2.79309
12	189	18	238.048	4.22292
12	189	19	230.866	4.12327
12	189	20	239.529	4.31501
12	189	21	221.211	3.99942
12	189	22	227.126	4.11116
12	189	23	220.086	3.98963
12	189	24	224.736	4.07621
12	189	25	221.121	3.91708
12	189	26	228.836	4.00252
12	189	27	237.646	4.23382
12	189	28	225.896	3.96151
12	189	29	232.932	4.08632
12	189	30	223.484	3.9684
12	189	31	225.355	3.93433
12	189	32	230.572	4.00147
12	189	33	222.777	3.85554
12	189	34	230.521	3.89901
12	189	35	227.43	3.99014
12	190	0	261.424	2.88743
12	190	1	269.253	3.11934
12	190	2	250.677	2.74112
12	190	3	269.06	3.04194
12	190	4	262.698	3.13021
12	190	5	262.768	3.09202
12	190	6	258.805	2.89082
12	190	7	260.462	2.95448
12	190	8	261.791	2.96016
12	190	9	260.924	2.92586
12	190	10	270.141	3.18226
12	190	11	259.099	2.96182
12	190	12	259.632	2.9587
12	190	13	259.978	2.86923
12	190	14	267.848	3.02821
12	190	15	256.132	2.82581
12	190	16	259.999	2.94657
12	190	17	258.65	3.02225
12	190	18	252.316	2.69078
12	190	19	258.677	2.72924
12	190	20	276.811	3.02376
12	190	21	259.028	2.85099
12	190	22	261.701	2.82259
12	190	23	261.786	2.84575
12	190	24	258.924	2.77702
12	190	25	260.093	2.92456
12	190	26	254.304	2.72566
12	190	27	254.977	2.8202
12	190	28	256.029	2.66105
12	190	29	258.563	2.74913
12	190	30	253.305	2.65217
12	190	31	257.588	2.573
12	190	32	254.1	2.67629
12	190	33	251.094	2.59913
12	190	34	238.753	2.51301
12	190	35	256.788	4.72219
12	191	0	267.234	5.55628
12	191	1	272.276	5.61856
12	191	2	266.95	5.4348
12	191	3	268.281	5.23472
12	191	4	258.755	5.2351
12	191	5	251.108	4.80322
12	191	6	275.37	5.70567
12	191	7	263.326	5.61243
12	191	8	255.819	5.00873
12	191	9	279.868	5.77628
12	191	10	282.789	5.79117
12	191	11	269.174	5.30696
12	191	12	264.908	5.73104
12	191	13	281.2	5.87981
12	191	14	266.162	5.10825
12	191	15	266.016	5.01833
12	191	16	269.028	5.73487
12	191	17	266.28	5.15293
12	191	18	273.157	5.5577
12	191	19	268.187	5.04777
12	191	20	260.527	5.30749
12	191	21	263.977	5.193
12	191	22	276.014	5.62636
12	191	23	270.187	5.41739
12	191	24	263.235	5.07956
12	191	25	267.229	5.17393
12	191	26	270.774	5.68034
12	191	27	268.784	5.45415
12	191	28	261.549	5.13215
12	191	29	261.734	5.44766
12	191	30	259.674	5.1517
12	191	31	264.617	4.80172
12	191	32	246.84	4.69396
12	191	33	261.169	4.99792
12	191	34	261.689	5.35225
12	191	35	266.016	5.16461
12	192	0	277.519	5.78168
12	192	1	252.484	4.75982
12	192	2	251	4.59806
12	192	3	261.459	4.5878
12	192	4	252.138	4.40681
12	192	5	242.476	4.25421
12	192	6	263.053	3.58475
12	192	7	266.41	5.30077
12	192	8	253.513	4.46232
12	192	9	263.741	4.76902
12	192	10	251.325	4.42404
12	192	11	258.405	4.73543
12	192	12	283.041	6.22306
12	192	13	268.181	5.06021
12	192	14	263.359	4.73891
12	192	15	247.701	4.36797
12	192	16	260.934	4.61407
12	192	17	261.781	4.46629
12	192	18	265.678	5.0757
12	192	19	258.884	4.85536
12	192	20	260.081	4.66958
12	192	21	253.95	4.46878
12	192	22	255.881	4.39601
12	192	23	263.316	4.77409
12	192	24	255.511	5.06723
12	192	25	258.559	4.68077
12	192	26	266.599	4.69339
12	192	27	254.086	4.37225
12	192	28	241.279	4.24167
12	192	29	253.818	4.32564
12	192	30	257.831	4.60522
12	192	31	259.08	4.6401
12	192	32	263.215	4.80966
12	192	33	246.51	4.31586
12	192	34	254.038	4.40522
12	192	35	255.318	4.40595
12	193	0	254.223	4.71171
12	193	1	263.425	4.79442
12	193	2	261.437	4.71725
12	193	3	259.958	4.79255
12	193	4	253.535	4.27548
12	193	5	250.303	4.29092
12	193	6	278.049	5.6017
12	193	7	268.674	5.28125
12	193	8	266.216	4.94752
12	193	9	265.212	4.57059
12	193	10	259.979	4.52325
12	193	11	253.252	4.26289
12	193	12	277.909	5.47224
12	193	13	262.975	4.92729
12	193	14	274.637	5.36916
12	193	15	268.275	4.94499
12	193	16	276.511	5.0801
12	193	17	260.526	4.39743
12	193	18	283.641	5.74998
12	193	19	288.802	6.00973
12	193	20	286.204	5.76837
12	193	21	279.856	5.22471
12	193	22	265.373	4.80282
12	193	23	265.374	4.47085
12	193	24	291.136	5.79839
12	193	25	285.831	5.87415
12	193	26	262.805	4.77721
12	193	27	258.316	4.57164
12	193	28	273.227	4.93092
12	193	29	266.117	4.79813
12	193	30	282.474	5.62234
12	193	31	279.321	5.44731
12	193	32	263.745	4.87194
12	193	33	261.333	4.54691
12	193	34	252.033	4.21018
12	193	35	258.432	4.38818
12	194	0	283.04	4.66291
12	194	1	284.184	4.78488
12	194	2	271.165	4.63657
12	194	3	288.698	4.86055
12	194	4	295.098	4.9719
12	194	5	269.81	4.41462
12	194	6	294.421	5.15061
12	194	7	279.213	4.65711
12	194	8	281.323	4.82689
12	194	9	290.517	5.0523
12	194	10	281.712	4.95066
12	194	11	273.571	4.60976
12	194	12	283.977	4.68579
12	194	13	274.538	4.85436
12	194	14	286.235	4.85683
12	194	15	293.281	4.95155
12	194	16	285.778	4.84368
12	194	17	275.684	5.06659
12	194	18	288.037	4.68168
12	194	19	290.341	5.14874
12	194	20	298.358	5.14418
12	194	21	276.335	4.6453
12	194	22	294.766	5.02469
12	194	23	275.928	4.47185
12	194	24	295.186	4.83864
12	194	25	293.074	4.78653
12	194	26	292.184	4.8409
12	194	27	286.727	4.75715
12	194	28	267.066	4.45221
12	194	29	279.974	4.66766
12	194	30	283.705	4.62141
12	194	31	279.552	4.57622
12	194	32	281.527	4.50335
12	194	33	273.294	4.47557
12	194	34	261.357	4.08649
12	194	35	272.013	4.37448
12	195	0	299.884	5.46038
12	195	1	301.137	5.7461
12	195	2	299.115	5.49458
12	195	3	297.93	5.61676
12	195	4	284.969	5.21969
12	195	5	307.2	5.62264
12	195	6	292.075	5.52113
12	195	7	279.314	5.0875
12	195	8	285.105	5.31913
12	195	9	303.006	5.62169
12	195	10	307.725	5.76758
12	195	11	285.516	5.33239
12	195	12	285.493	4.692
12	195	13	302.293	5.60208
12	195	14	301.958	5.44902
12	195	15	293.332	5.43018
12	195	16	288.583	5.36121
12	195	17	294.72	5.37543
12	195	18	280.802	5.12113
12	195	19	305.288	5.55235
12	195	20	301.307	5.62459
12	195	21	287.986	5.29304
12	195	22	303.673	5.68965
12	195	23	287.406	5.46514
12	195	24	298.831	5.45282
12	195	25	295.473	5.46243
12	195	26	297.141	5.47014
12	195	27	299.977	5.6003
12	195	28	307.888	5.75094
12	195	29	302.515	5.81286
12	195	30	303.554	5.61643
12	195	31	299.827	5.626
12	195	32	308.882	5.84242
12	195	33	306.483	6.10871
12	195	34	300.076	5.9853
12	195	35	290.661	5.48709
12	196	0	221.093	3.80789
12	196	1	225.146	3.85364
12	196	2	231.109	3.92839
12	196	3	231.885	3.97376
12	196	4	240.348	4.13181
12	196	5	232.809	4.02105
12	196	6	232.224	3.96758
12	196	7	222.836	3.82304
12	196	8	241.002	4.17242
12	196	9	230.625	4.05868
12	196	10	227.576	3.94071
12	196	11	231.074	3.97794
12	196	12	234.89	4.06988
12	196	13	227.699	4.00662
12	196	14	249.472	4.34507
12	196	15	237.259	4.15201
12	196	16	235.725	4.28737
12	196	17	231.231	4.106
12	196	18	223.655	3.86272
12	196	19	236.908	4.23183
12	196	20	238.671	4.44049
12	196	21	234.471	4.25148
12	196	22	240.561	4.40514
12	196	23	233.112	4.19807
12	196	24	235.897	4.33908
12	196	25	230.366	4.40437
12	196	26	245.526	4.85476
12	196	27	246.593	4.92869
12	196	28	246.646	4.78191
12	196	29	234.401	4.60791
12	196	30	232.405	4.33174
12	196	31	233.868	4.69345
12	196	32	242.994	5.49282
12	196	33	246.831	5.34199
12	196	34	245.406	5.55313
12	196	35	245.243	5.2011
12	197	0	230.456	4.07401
12	197	1	241.403	4.31338
12	197	2	247.272	4.41835
12	197	3	237.409	4.26317
12	197	4	234.053	4.06121
12	197	5	239.94	4.15861
12	197	6	232.365	3.97186
12	197	7	238.492	4.28967
12	197	8	236.253	4.21227
12	197	9	237.704	4.21286
12	197	10	243.678	4.40113
12	197	11	240.452	4.18567
12	197	12	253.762	4.38839
12	197	13	241.694	4.26848
12	197	14	250.084	4.40091
12	197	15	250.069	4.57519
12	197	16	245.987	4.38588
12	197	17	240.618	4.04532
12	197	18	252.082	4.53389
12	197	19	236.335	3.89836
12	197	20	251.888	4.32787
12	197	21	245.525	4.17653
12	197	22	248.438	4.56054
12	197	23	250.215	4.26012
12	197	24	229.354	3.79431
12	197	25	245.179	4.38041
12	197	26	241.232	4.1318
12	197	27	238.503	3.9663
12	197	28	227.897	3.85222
12	197	29	260.061	4.35862
12	197	30	230.399	3.95115
12	197	31	246.955	4.25667
12	197	32	250.498	4.38362
12	197	33	250.884	4.2524
12	197	34	246.89	4.30187
12	197	35	235.118	3.94769
12	198	0	279.232	5.14405
12	198	1	275.275	5.35342
12	198	2	276.565	5.5562
12	198	3	292.459	5.98515
12	198	4	296.432	6.11837
12	198	5	286.559	6.19956
12	198	6	290.56	5.47653
12	198	7	292.79	5.59647
12	198	8	292.792	5.97591
12	198	9	288.014	5.94468
12	198	10	280.686	5.76429
12	198	11	292.988	4.35532
12	198	12	278.548	5.35189
12	198	13	278.229	5.43151
12	198	14	289.658	5.45862
12	198	15	288.435	5.4703
12	198	16	289.622	5.95343
12	198	17	293.005	4.91632
12	198	18	278.887	5.14944
12	198	19	275.288	5.01165
12	198	20	298.354	5.79313
12	198	21	293.112	5.68126
12	198	22	291.046	5.86152
12	198	23	299.025	4.5967
12	198	24	298.049	5.73971
12	198	25	288.277	5.59655
12	198	26	271.517	5.25695
12	198	27	290.059	5.79238
12	198	28	293.852	5.88509
12	198	29	300.563	4.41252
12	198	30	286.774	5.46195
12	198	31	278.739	5.19934
12	198	32	297.238	5.66619
12	198	33	283.055	5.4538
12	198	34	286.917	5.80003
12	198	35	286.33	6.02804
12	199	0	250.922	4.20012
12	199	1	258.499	4.36638
12	199	2	254.142	4.31899
12	199	3	245.431	4.00078
12	199	4	257.714	4.28711
12	199	5	259.257	4.27385
12	199	6	255.223	4.25507
12	199	7	272.232	4.49615
12	199	8	250.181	4.13095
12	199	9	253.878	4.15606
12	199	10	256.754	4.20953
12	199	11	252.703	4.26387
12	199	12	243.734	4.12755
12	199	13	254.064	4.36892
12	199	14	263.837	4.48507
12	199	15	261.111	4.49309
12	199	16	252.423	4.29674
12	199	17	267.173	4.48159
12	199	18	253.884	4.36822
12	199	19	267.546	4.61238
12	199	20	266.832	4.69989
12	199	21	254.699	4.41268
12	199	22	263.462	4.56933
12	199	23	254.448	4.3886
12	199	24	266.598	4.82872
12	199	25	270.379	5.05108
12	199	26	264.289	4.93554
12	199	27	270.081	5.15649
12	199	28	258.216	4.81217
12	199	29	261.108	4.65714
12	199	30	260.245	4.97795
12	199	31	272.964	5.63594
12	199	32	272.686	5.79534
12	199	33	285.73	6.24988
12	199	34	252.458	5.15827
12	199	35	270.367	5.0271
12	200	0	263.05	4.80962
12	200	1	254.932	4.70718
12	200	2	272.105	4.88196
12	200	3	255.16	4.65062
12	200	4	241.749	4.35687
12	200	5	262.445	4.67946
12	200	6	266.947	4.92958
12	200	7	249.083	4.40944
12	200	8	261.46	4.77441
12	200	9	268.344	4.75613
12	200	10	260.398	4.74903
12	200	11	246.436	4.51654
12	200	12	255.15	4.72938
12	200	13	261.998	4.62267
12	200	14	253.328	4.44059
12	200	15	285.732	4.99765
12	200	16	270.031	4.59627
12	200	17	262.179	4.63519
12	200	18	269.611	5.03914
12	200	19	254.861	4.64543
12	200	20	246.562	4.30682
12	200	21	254.697	4.3815
12	200	22	255.763	4.47104
12	200	23	266.856	4.77567
12	200	24	266.686	3.45293
12	200	25	265.624	5.03206
12	200	26	260.638	4.5653
12	200	27	253.752	4.42845
12	200	28	252.399	4.51004
12	200	29	257.941	4.52612
12	200	30	269.769	3.71297
12	200	31	253.313	3.1859
12	200	32	240.101	4.44275
12	200	33	263.334	4.74816
12	200	34	262.372	4.76515
12	200	35	262.991	4.53124
13	201	0	231.082	1.50394
13	201	1	243.308	1.59727
13	201	2	245.495	1.60685
13	201	3	248.046	1.62732
13	201	4	243.122	1.59129
13	201	5	241.256	1.57526
13	201	6	238.89	1.55874
13	201	7	245.275	1.5981
13	201	8	251.753	1.64398
13	201	9	243.967	1.59341
13	201	10	245.802	1.60339
13	201	11	234.25	1.5251
13	201	12	255.613	1.67349
13	201	13	233.681	1.52321
13	201	14	243.808	1.58615
13	201	15	249.754	1.63588
13	201	16	241.043	1.57107
13	201	17	244.848	1.60005
13	201	18	252.386	1.64095
13	201	19	247.332	1.61271
13	201	20	231.936	1.51457
13	201	21	244.844	1.59916
13	201	22	250.368	1.62672
13	201	23	243.314	1.58347
13	201	24	250.455	1.63074
13	201	25	242.822	1.58129
13	201	26	247.351	1.61684
13	201	27	254.193	1.66391
13	201	28	244.92	1.58814
13	201	29	381.007	10.04
13	201	30	246.301	1.60515
13	201	31	248.475	1.60721
13	201	32	236.419	1.54432
13	201	33	238.726	1.55932
13	201	34	242.237	1.58165
13	201	35	245.75	1.61514
13	202	0	285.722	6.04291
13	202	1	289.859	6.82594
13	202	2	291.775	6.7991
13	202	3	299.06	7.09925
13	202	4	301.114	6.61579
13	202	5	285.614	5.97935
13	202	6	283.471	6.02334
13	202	7	296.016	6.84465
13	202	8	306.451	7.07801
13	202	9	299.616	7.19569
13	202	10	297.801	7.12338
13	202	11	283.519	6.18178
13	202	12	288.438	6.22739
13	202	13	280.065	6.16829
13	202	14	272.777	5.81369
13	202	15	296.452	6.95993
13	202	16	286.798	6.41272
13	202	17	267.024	4.86269
13	202	18	282.305	5.6475
13	202	19	283.383	5.81328
13	202	20	271.042	5.54704
13	202	21	281.216	5.87191
13	202	22	288.647	5.70732
13	202	23	276.03	5.54773
13	202	24	268.26	5.14907
13	202	25	276.408	5.47933
13	202	26	262.167	5.1333
13	202	27	286.055	5.65306
13	202	28	270.257	5.26061
13	202	29	275.005	5.36879
13	202	30	274.202	5.46652
13	202	31	273.842	5.3359
13	202	32	266.594	5.20694
13	202	33	268.253	5.37365
13	202	34	260.322	4.97751
13	202	35	269.372	5.21661
13	203	0	267.45	3.89929
13	203	1	265.744	3.9233
13	203	2	280.876	4.12863
13	203	3	283.31	4.11767
13	203	4	275.85	4.25643
13	203	5	277.868	4.04167
13	203	6	271.91	5.3161
13	203	7	286.455	3.99457
13	203	8	290.558	4.04852
13	203	9	275.336	4.11144
13	203	10	286.55	4.24509
13	203	11	273.201	4.33909
13	203	12	273.565	5.33306
13	203	13	278.052	3.85941
13	203	14	287.146	4.19389
13	203	15	280.17	4.37575
13	203	16	292.896	4.48475
13	203	17	278.53	4.05284
13	203	18	273.176	5.17679
13	203	19	274.31	5.20979
13	203	20	290.065	4.15619
13	203	21	282.577	4.08178
13	203	22	286.486	4.36421
13	203	23	270.522	4.01082
13	203	24	276.171	5.23385
13	203	25	282.406	5.63209
13	203	26	278.803	3.87756
13	203	27	279.329	3.8902
13	203	28	272.053	3.7948
13	203	29	268.096	3.74248
13	203	30	272.82	5.35007
13	203	31	274.085	5.39572
13	203	32	287.45	5.91511
13	203	33	286.979	4.3701
13	203	34	290.113	4.06554
13	203	35	273.908	3.87541
13	204	0	251.571	5.37018
13	204	1	246.309	4.86769
13	204	2	248.297	5.46311
13	204	3	239.076	5.39341
13	204	4	243.484	3.20347
13	204	5	238.219	3.31719
13	204	6	254.892	5.56377
13	204	7	249.336	5.75637
13	204	8	258.788	5.44064
13	204	9	252.106	5.53921
13	204	10	244.49	3.42087
13	204	11	248.077	5.43346
13	204	12	240.729	5.22383
13	204	13	251.538	5.50623
13	204	14	254.938	5.6773
13	204	15	260.829	5.71922
13	204	16	240.63	5.32551
13	204	17	240.695	5.26754
13	204	18	239.55	5.60428
13	204	19	245.049	5.44206
13	204	20	241.301	5.40809
13	204	21	246.613	5.50702
13	204	22	253.912	5.75193
13	204	23	255.05	5.48391
13	204	24	256.08	5.24215
13	204	25	242.241	5.31699
13	204	26	244.795	5.32791
13	204	27	258.865	5.59958
13	204	28	246.931	3.53936
13	204	29	259.094	5.75241
13	204	30	251.564	5.24914
13	204	31	244.311	5.27649
13	204	32	250.309	5.35894
13	204	33	261.339	6.00313
13	204	34	245.27	5.61574
13	204	35	241.836	5.13211
13	205	0	286.43	5.94187
13	205	1	271.13	5.10974
13	205	2	278.05	5.60248
13	205	3	304.121	6.60064
13	205	4	303.759	5.97142
13	205	5	290.402	5.72661
13	205	6	290.829	5.66544
13	205	7	283.552	5.77382
13	205	8	297.046	5.66621
13	205	9	301.476	6.11698
13	205	10	295.137	5.76991
13	205	11	280.83	5.31017
13	205	12	297.741	5.95633
13	205	13	282.711	5.37284
13	205	14	295.914	6.10562
13	205	15	289.247	5.22758
13	205	16	285.481	5.37796
13	205	17	299.972	6.0347
13	205	18	278.093	4.8298
13	205	19	290.942	5.28877
13	205	20	288.281	5.52253
13	205	21	285.476	5.56871
13	205	22	300.892	6.13862
13	205	23	276.301	5.26064
13	205	24	285	5.07015
13	205	25	276.605	4.97471
13	205	26	294.022	5.45023
13	205	27	286.735	5.08705
13	205	28	281.563	5.11956
13	205	29	288.075	5.73745
13	205	30	284.031	5.08717
13	205	31	291.241	5.57538
13	205	32	286.053	5.13522
13	205	33	268.255	4.95692
13	205	34	290.501	5.42513
13	205	35	285.194	5.12278
13	206	0	259.876	3.90072
13	206	1	257.465	3.6615
13	206	2	254.061	3.60496
13	206	3	240.787	3.34609
13	206	4	250.088	3.76424
13	206	5	258.66	3.98932
13	206	6	266.573	3.65971
13	206	7	243.106	3.27684
13	206	8	247.429	3.41671
13	206	9	268.919	3.95976
13	206	10	252.949	3.98534
13	206	11	255.904	4.00149
13	206	12	252.848	3.64508
13	206	13	248.736	3.69431
13	206	14	247.661	3.44973
13	206	15	266.068	3.97209
13	206	16	261.054	3.56533
13	206	17	254.926	3.93463
13	206	18	251.126	3.4241
13	206	19	246.237	3.40913
13	206	20	250.605	3.35254
13	206	21	248.663	3.52307
13	206	22	262.398	3.85239
13	206	23	259.511	3.95861
13	206	24	242.943	3.26699
13	206	25	260.305	3.67044
13	206	26	250.592	3.55571
13	206	27	268.222	3.83846
13	206	28	251.75	3.50349
13	206	29	244.26	3.31273
13	206	30	246.786	3.32743
13	206	31	239.656	3.26099
13	206	32	259.213	3.84844
13	206	33	261.833	3.76862
13	206	34	260.249	3.68497
13	206	35	256.19	3.54804
13	207	0	262.284	5.22961
13	207	1	258.078	4.97188
13	207	2	263.483	5.01909
13	207	3	268.141	5.09461
13	207	4	259.7	4.83486
13	207	5	242.119	4.38769
13	207	6	266.934	4.99449
13	207	7	261.792	4.88243
13	207	8	252.801	4.9793
13	207	9	260.386	4.91518
13	207	10	253.924	4.71774
13	207	11	248.89	4.61163
13	207	12	262.81	4.95966
13	207	13	262.43	4.95348
13	207	14	246.84	4.05968
13	207	15	267.704	4.9943
13	207	16	256.665	4.76759
13	207	17	250.401	4.67874
13	207	18	261.649	4.75674
13	207	19	262.485	4.95985
13	207	20	252.415	4.63574
13	207	21	246.472	4.1
13	207	22	259.563	4.78213
13	207	23	264.428	4.82865
13	207	24	268.718	4.9887
13	207	25	260.312	4.90306
13	207	26	254.481	5.00548
13	207	27	237.85	4.32141
13	207	28	260.32	4.8925
13	207	29	256.037	4.7147
13	207	30	275.098	5.29773
13	207	31	262.392	4.7554
13	207	32	265.777	4.83061
13	207	33	272.316	5.02791
13	207	34	252.315	4.56826
13	207	35	251.969	4.66309
13	208	0	247.327	3.40311
13	208	1	255.201	3.32241
13	208	2	253.956	3.27238
13	208	3	253.981	4.65796
13	208	4	254.934	4.65546
13	208	5	254.522	4.66954
13	208	6	249.439	3.46355
13	208	7	252.547	3.35079
13	208	8	262.533	3.48897
13	208	9	259.386	4.83338
13	208	10	246.822	4.58097
13	208	11	236.046	4.28791
13	208	12	268.49	3.66531
13	208	13	253.305	3.24723
13	208	14	248.24	3.1748
13	208	15	244.327	4.50558
13	208	16	261.827	4.85052
13	208	17	249.687	4.53576
13	208	18	258.56	3.45161
13	208	19	259.723	3.30216
13	208	20	247.366	4.57782
13	208	21	260.018	4.82255
13	208	22	252.191	4.66115
13	208	23	263.302	4.77955
13	208	24	248.508	3.27843
13	208	25	259.472	3.2886
13	208	26	247.328	4.51388
13	208	27	241.204	4.45242
13	208	28	264.624	4.78907
13	208	29	249.683	4.49558
13	208	30	256.855	3.36309
13	208	31	250.363	4.43309
13	208	32	259.671	4.79005
13	208	33	254.992	4.75624
13	208	34	257.374	4.66535
13	208	35	258.789	4.64931
13	209	0	263.461	4.98641
13	209	1	278.26	5.15136
13	209	2	285.987	4.98967
13	209	3	280.54	4.85452
13	209	4	278.716	4.80653
13	209	5	268.329	4.48551
13	209	6	284.919	5.38055
13	209	7	281.796	5.28522
13	209	8	276.922	4.93754
13	209	9	310.056	7.63397
13	209	10	266.287	4.78931
13	209	11	274.463	4.95271
13	209	12	280.845	5.42101
13	209	13	284.182	5.45937
13	209	14	283.385	5.58108
13	209	15	283.386	5.36421
13	209	16	282.619	4.96573
13	209	17	287.838	5.18838
13	209	18	295.726	5.64171
13	209	19	280.506	5.68524
13	209	20	284.493	5.24163
13	209	21	287.117	5.10371
13	209	22	289.78	5.29201
13	209	23	268.753	4.78025
13	209	24	291.544	5.32759
13	209	25	295.309	5.99336
13	209	26	276.196	5.02226
13	209	27	274.42	4.84828
13	209	28	274.782	4.69875
13	209	29	270.615	4.5364
13	209	30	286.435	5.28366
13	209	31	305.53	6.16804
13	209	32	300.765	5.77115
13	209	33	280.153	4.75231
13	209	34	284.473	4.97827
13	209	35	276.675	4.68137
13	210	0	277.164	5.90535
13	210	1	265.567	5.45793
13	210	2	270.49	5.69731
13	210	3	257.541	5.36351
13	210	4	274.587	5.8466
13	210	5	271.253	5.3172
13	210	6	281.07	5.87817
13	210	7	283.573	5.79313
13	210	8	282.054	5.69273
13	210	9	265.791	5.86607
13	210	10	275.285	5.71499
13	210	11	259.689	5.18286
13	210	12	257.271	5.51156
13	210	13	274.126	5.96301
13	210	14	273.112	5.83919
13	210	15	265.446	5.97322
13	210	16	283.861	6.03039
13	210	17	277.211	5.47565
13	210	18	272.54	5.74508
13	210	19	259.1	4.82842
13	210	20	262.416	5.40304
13	210	21	265.271	5.88294
13	210	22	270.45	5.63493
13	210	23	282.716	6.6462
13	210	24	273.15	5.50793
13	210	25	281.557	6.01161
13	210	26	273.803	5.99803
13	210	27	264.193	5.12869
13	210	28	272.497	4.74589
13	210	29	268.695	4.58889
13	210	30	267.85	5.25893
13	210	31	282.789	5.98373
13	210	32	265.176	5.56956
13	210	33	276.332	5.93644
13	210	34	260.932	5.26789
13	210	35	258.822	4.95478
13	211	0	272.898	4.2271
13	211	1	276.65	4.48283
13	211	2	289.782	4.73662
13	211	3	269.824	4.08274
13	211	4	266.998	4.60741
13	211	5	267.067	4.09109
13	211	6	275.968	7.05846
13	211	7	268.218	4.39907
13	211	8	287.618	4.97315
13	211	9	263.183	4.41354
13	211	10	253.899	3.80391
13	211	11	267.799	4.26487
13	211	12	270.509	4.16501
13	211	13	272.627	4.1264
13	211	14	272.624	4.44786
13	211	15	271.537	4.15769
13	211	16	273.406	4.43877
13	211	17	279.297	4.56521
13	211	18	262.612	4.08969
13	211	19	266.948	4.1382
13	211	20	269.599	4.3399
13	211	21	275.328	4.70871
13	211	22	272.182	4.47059
13	211	23	281.459	4.51132
13	211	24	273.977	4.22848
13	211	25	280.587	5.05522
13	211	26	284.916	4.58352
13	211	27	287.937	4.80277
13	211	28	285.104	5.16628
13	211	29	281.497	5.47287
13	211	30	265.57	4.23625
13	211	31	301.493	5.75812
13	211	32	292.425	5.18437
13	211	33	282.373	5.07625
13	211	34	276.054	4.72756
13	211	35	269.665	4.49148
13	212	0	237.707	4.17652
13	212	1	235.177	4.04098
13	212	2	236.478	4.08842
13	212	3	243.546	4.39348
13	212	4	239.319	4.26718
13	212	5	240.916	4.14089
13	212	6	232.087	3.96024
13	212	7	243.11	4.64236
13	212	8	237.462	4.10576
13	212	9	251.673	4.48959
13	212	10	238.321	4.09611
13	212	11	234.378	4.11771
13	212	12	234.016	4.0447
13	212	13	238.197	4.14033
13	212	14	238.679	4.28065
13	212	15	226.823	4.20148
13	212	16	234.394	4.09447
13	212	17	243.334	4.35189
13	212	18	230.954	4.04117
13	212	19	234.667	4.16885
13	212	20	240.631	4.51954
13	212	21	243.134	4.58081
13	212	22	242.81	4.32291
13	212	23	245.244	4.32937
13	212	24	246.641	4.57707
13	212	25	226.58	4.06443
13	212	26	234.613	4.29694
13	212	27	233.062	4.49366
13	212	28	231.661	4.36965
13	212	29	240.583	4.56326
