#Module 	 Chip 	 Chn 	 Mem 	 Pedestal 	 MeanError
7	155	4	2	235.351	0.317309
7	155	4	3	224.39	0.362069
7	155	4	4	246.58	0.479031
7	155	4	5	239.933	0.567779
7	155	4	6	239.59	0.703137
7	155	4	7	228.748	0.857962
7	155	4	8	241.679	1.20864
7	155	4	9	224.409	1.56704
7	155	4	10	290.336	3.0191
7	155	5	1	246.558	0.30016
7	155	5	2	251.171	0.36518
7	155	5	3	240.545	0.424931
7	155	5	4	255.146	0.550954
7	155	5	5	252.255	0.672683
7	155	5	6	248.702	0.83281
7	155	5	7	234.68	1.01104
7	155	5	8	265.18	1.5399
7	155	5	9	233.973	1.90512
7	155	5	10	315.271	3.85308
7	155	6	1	257.562	0.307204
7	155	6	2	254.234	0.360938
7	155	6	3	240.392	0.413758
7	155	6	4	261.688	0.549372
7	155	6	5	252.699	0.654591
7	155	6	6	250.008	0.813835
7	155	6	7	241.091	1.01175
7	155	6	8	258.028	1.4611
7	155	6	9	237.036	1.89514
7	155	6	10	291.752	3.47842
7	155	7	1	237.942	0.272393
7	155	7	2	244.149	0.329171
7	155	7	3	247.991	0.400151
7	155	7	4	255.202	0.49578
7	155	7	5	246.52	0.583369
7	155	7	6	270.565	0.79404
7	155	7	7	235.366	0.882777
7	155	7	8	253.637	1.26844
7	155	7	9	236.608	1.65222
7	155	7	10	279.392	2.9053
7	155	8	1	256.168	0.30973
7	155	8	2	262.354	0.378639
7	155	8	3	253.3	0.444756
7	155	8	4	270.021	0.581395
7	155	8	5	269.399	0.719052
7	155	8	6	270.861	0.912363
7	155	8	7	239.605	1.04615
7	155	8	8	285.967	1.69158
7	155	8	9	236.796	1.97791
7	155	8	10	307.876	3.8657
7	155	9	1	253.459	0.311293
7	155	9	2	248.559	0.364338
7	155	9	3	243.526	0.434812
7	155	9	4	272.296	0.596603
7	155	9	5	258.086	0.702464
7	155	9	6	264.718	0.911051
7	155	9	7	231.581	1.03161
7	155	9	8	267.212	1.61653
7	155	9	9	231.806	1.98386
7	155	9	10	316.378	4.08714
7	155	10	1	253.07	0.307986
7	155	10	2	260.251	0.378381
7	155	10	3	257.453	0.455564
7	155	10	4	272.402	0.590427
7	155	10	5	274.455	0.737127
7	155	10	6	270.289	0.914826
7	155	10	7	223.504	0.976811
7	155	10	8	264.67	1.5656
7	155	10	9	239.812	2.00045
7	155	10	10	313.388	3.91919
7	155	11	1	252.811	0.311479
7	155	11	2	246.696	0.36337
7	155	11	3	235.022	0.421013
7	155	11	4	263.502	0.577805
7	155	11	5	259.092	0.7019
7	155	11	6	254.277	0.865218
7	155	11	7	237.27	1.03813
7	155	11	8	266.537	1.5711
7	155	11	9	233.54	1.93445
7	155	11	10	292.673	3.62765
7	155	12	1	243.521	0.285114
7	155	12	2	238.743	0.331949
7	155	12	3	241.862	0.40663
7	155	12	4	250.798	0.513166
7	155	12	5	245.129	0.618029
7	155	12	6	238.013	0.75296
7	155	12	7	235.152	0.959238
7	155	12	8	256.98	1.4142
7	155	12	9	227.619	1.76666
7	155	12	10	321.434	3.72778
7	155	13	1	250.016	0.291679
7	155	13	2	254.462	0.352236
7	155	13	3	242.922	0.406187
7	155	13	4	248.473	0.505163
7	155	13	5	252.31	0.631589
7	155	13	6	248.389	0.779504
7	155	13	7	237.149	0.959105
7	155	13	8	264.904	1.44429
7	155	13	9	234.662	1.80291
7	155	13	10	270.192	3.10689
7	155	14	1	243.885	0.294071
7	155	14	2	250.424	0.360122
7	155	14	3	247.275	0.432145
7	155	14	4	264.695	0.566444
7	155	14	5	252.637	0.670064
7	155	14	6	261.908	0.87717
7	155	14	7	239.98	1.0398
7	155	14	8	265.352	1.55984
7	155	14	9	232.948	1.93533
7	155	14	10	291.842	3.64319
7	155	15	1	268.663	0.325286
7	155	15	2	263.87	0.381552
7	155	15	3	263.155	0.463069
7	155	15	4	276.669	0.596771
7	155	15	5	262.436	0.702216
7	155	15	6	281.166	0.949575
7	155	15	7	230.76	1.00849
7	155	15	8	274.646	1.63489
7	155	15	9	234.789	1.97658
7	155	15	10	289.404	3.66923
7	155	16	1	277.051	0.340962
7	155	16	2	270.728	0.39855
7	155	16	3	264.367	0.473983
7	155	16	4	289.934	0.637947
7	155	16	5	288.169	0.786225
7	155	16	6	279.648	0.962598
7	155	16	7	253.898	1.13064
7	155	16	8	281.32	1.69849
7	155	16	9	255.692	2.18079
7	155	16	10	356.042	4.55753
7	155	17	1	253.51	0.312471
7	155	17	2	256.987	0.378763
7	155	17	3	247.772	0.444465
7	155	17	4	271.57	0.596266
7	155	17	5	260.635	0.706547
7	155	17	6	262.631	0.893847
7	155	17	7	234.809	1.0297
7	155	17	8	259.908	1.53547
7	155	17	9	233.403	1.93724
7	155	17	10	309.926	3.84357
7	155	18	1	246.628	0.295607
7	155	18	2	251.995	0.359286
7	155	18	3	234.462	0.404924
7	155	18	4	260.274	0.547882
7	155	18	5	261.779	0.679639
7	155	18	6	273.397	0.891558
7	155	18	7	239.662	1.00901
7	155	18	8	264.792	1.50508
7	155	18	9	231.976	1.86274
7	155	18	10	295.606	3.54944
7	155	19	1	257.09	0.311102
7	155	19	2	267.325	0.385572
7	155	19	3	248.761	0.435838
7	155	19	4	268.075	0.574061
7	155	19	5	269.106	0.712972
7	155	19	6	256.734	0.857092
7	155	19	7	240.709	1.03949
7	155	19	8	269.477	1.57651
7	155	19	9	238.301	1.97307
7	155	19	10	315.37	3.90807
7	155	20	1	246.159	0.298687
7	155	20	2	255.489	0.36981
7	155	20	3	255.885	0.450007
7	155	20	4	262.853	0.566313
7	155	20	5	268.922	0.71694
7	155	20	6	262.714	0.884147
7	155	20	7	240.268	1.04702
7	155	20	8	268.909	1.58923
7	155	20	9	230.186	1.92545
7	155	20	10	322.065	4.04929
7	155	21	1	244.782	0.297925
7	155	21	2	251.729	0.365824
7	155	21	3	250.371	0.442277
7	155	21	4	269.742	0.58388
7	155	21	5	263.675	0.70617
7	155	21	6	253.55	0.856392
7	155	21	7	219.783	0.960695
7	155	21	8	268.948	1.59805
7	155	21	9	226.999	1.90527
7	155	21	10	297.49	3.7763
7	155	22	1	270.956	0.328133
7	155	22	2	260.73	0.37743
7	155	22	3	248.286	0.437519
7	155	22	4	279.604	0.603821
7	155	22	5	265.307	0.708259
7	155	22	6	278.861	0.938696
7	155	22	7	238.512	1.03754
7	155	22	8	288.931	1.705
7	155	22	9	249.062	2.07451
7	155	22	10	306.872	3.83921
7	155	23	1	249.025	0.312654
7	155	23	2	252.108	0.379461
7	155	23	3	246.562	0.452259
7	155	23	4	270.325	0.606612
7	155	23	5	256.057	0.707902
7	155	23	6	264.184	0.916912
7	155	23	7	232.247	1.03575
7	155	23	8	263.33	1.58228
7	155	23	9	228.096	1.92057
7	155	23	10	345.544	4.36246
7	155	24	1	247.468	0.297801
7	155	24	2	236.452	0.33857
7	155	24	3	237.413	0.412013
7	155	24	4	259.324	0.548338
7	155	24	5	242.235	0.631221
7	155	24	6	244.654	0.800452
7	155	24	7	224.855	0.949668
7	155	24	8	260.932	1.48456
7	155	24	9	227.401	1.82388
7	155	24	10	293.75	3.52283
7	155	25	1	254.998	0.307691
7	155	25	2	251.644	0.361758
7	155	25	3	249.405	0.434914
7	155	25	4	265.456	0.565555
7	155	25	5	256.193	0.673501
7	155	25	6	258.381	0.853513
7	155	25	7	236.707	1.01098
7	155	25	8	261.544	1.50634
7	155	25	9	234.371	1.90294
7	155	25	10	338.997	4.11853
7	155	26	1	261.826	0.321333
7	155	26	2	271.668	0.398078
7	155	26	3	258.528	0.460552
7	155	26	4	272.24	0.593878
7	155	26	5	271.748	0.732992
7	155	26	6	280.74	0.953513
7	155	26	7	235.986	1.03475
7	155	26	8	268.588	1.59504
7	155	26	9	238.906	1.99888
7	155	26	10	308.453	3.86929
7	155	27	1	255.18	0.314591
7	155	27	2	259.175	0.381968
7	155	27	3	231.859	0.415791
7	155	27	4	271.273	0.595484
7	155	27	5	263.521	0.714831
7	155	27	6	247.821	0.846223
7	155	27	7	230.776	1.0179
7	155	27	8	244.817	1.45911
7	155	27	9	225.118	1.89375
7	155	27	10	314.429	3.97027
7	155	28	1	277.905	0.349962
7	155	28	2	277.498	0.419085
7	155	28	3	261.706	0.481731
7	155	28	4	285.145	0.642512
7	155	28	5	285.074	0.792828
7	155	28	6	281.295	0.982308
7	155	28	7	240.467	1.08067
7	155	28	8	274.278	1.66664
7	155	28	9	238.725	2.03223
7	155	28	10	300.31	3.85711
7	155	29	1	258.206	0.330237
7	155	29	2	254.965	0.391892
7	155	29	3	239.687	0.448915
7	155	29	4	256.77	0.587699
7	155	29	5	263.921	0.743209
7	155	29	6	253.002	0.891388
7	155	29	7	231.131	1.04335
7	155	29	8	275.391	1.66947
7	155	29	9	223.349	1.8898
7	155	29	10	331.708	4.20625
7	155	30	1	251.178	0.303178
7	155	30	2	264.292	0.379114
7	155	30	3	242.733	0.420711
7	155	30	4	269.332	0.567341
7	155	30	5	257.483	0.666982
7	155	30	6	247.161	0.800763
7	155	30	7	235.192	0.980955
7	155	30	8	266.585	1.49416
7	155	30	9	242.836	1.9115
7	155	30	10	298.304	3.50728
7	155	31	1	267.596	0.32715
7	155	31	2	264.934	0.385754
7	155	31	3	257.103	0.453511
7	155	31	4	265.368	0.570118
7	155	31	5	260.274	0.688025
7	155	31	6	270.325	0.894788
7	155	31	7	241.921	1.02979
7	155	31	8	275.86	1.58068
7	155	31	9	246.894	1.98695
7	155	31	10	314.46	3.77066
7	155	32	1	252.987	0.31254
7	155	32	2	261.768	0.385913
7	155	32	3	255.123	0.455899
7	155	32	4	258.261	0.562082
7	155	32	5	260.713	0.697332
7	155	32	6	266.773	0.891729
7	155	32	7	228.108	0.980096
7	155	32	8	257.591	1.48483
7	155	32	9	230.36	1.86957
7	155	32	10	275.515	3.32259
7	155	33	1	264.032	0.332965
7	155	33	2	272.446	0.410957
7	155	33	3	257.742	0.471962
7	155	33	4	264.866	0.59028
7	155	33	5	252.688	0.691374
7	155	33	6	260.735	0.890728
7	155	33	7	226.855	0.993145
7	155	33	8	281.37	1.64798
7	155	33	9	234.585	1.92717
7	155	33	10	286.297	3.50369
7	155	34	1	273.236	0.344585
7	155	34	2	279.859	0.422884
7	155	34	3	264.059	0.484609
7	155	34	4	285.094	0.637941
7	155	34	5	268.967	0.737518
7	155	34	6	275.68	0.94463
7	155	34	7	243.722	1.06715
7	155	34	8	279.661	1.64353
7	155	34	9	241.547	1.98316
7	155	34	10	305.063	3.73475
7	155	35	1	262.261	0.34072
7	155	35	2	270.762	0.421865
7	155	35	3	257.363	0.486466
7	155	35	4	272.061	0.623467
7	155	35	5	251.846	0.705032
7	155	35	6	274.498	0.954074
7	155	35	7	239.382	1.05885
7	155	35	8	259.273	1.5329
7	155	35	9	231.581	1.90552
7	155	35	10	288.227	3.52837
7	156	0	1	248.163	0.279623
7	156	0	2	251.569	0.328311
7	156	0	3	256.843	0.392791
7	156	0	4	249.764	0.448691
7	156	0	5	264.911	0.562747
7	156	0	6	249.2	0.637052
7	156	0	7	260.916	0.820682
7	156	0	8	245.389	0.980715
7	156	0	9	253.755	1.33951
7	156	0	10	243.006	1.78816
7	156	0	11	289.595	3.14351
7	156	1	1	228.303	0.273222
7	156	1	2	240.888	0.33873
7	156	1	3	240.22	0.401429
7	156	1	4	244.531	0.486996
7	156	1	5	241.355	0.576122
7	156	1	6	236.592	0.689112
7	156	1	7	260.959	0.945665
7	156	1	8	236.662	1.10525
7	156	1	9	239.308	1.49849
7	156	1	10	217.242	1.91019
7	156	1	11	251.515	3.25738
7	156	2	1	241.882	0.286862
7	156	2	2	244.088	0.339941
7	156	2	3	248.07	0.41075
7	156	2	4	251.844	0.498016
7	156	2	5	251.776	0.598075
7	156	2	6	246.299	0.715015
7	156	2	7	268.386	0.972616
7	156	2	8	241.671	1.13143
7	156	2	9	240.521	1.51229
7	156	2	10	233.998	2.07664
7	156	2	11	279.254	3.66584
7	156	3	1	224.412	0.266221
7	156	3	2	237.228	0.329997
7	156	3	3	234.69	0.387938
7	156	3	4	247.746	0.488304
7	156	3	5	246.551	0.583464
7	156	3	6	236.354	0.683159
7	156	3	7	251.49	0.909032
7	156	3	8	238.811	1.11577
7	156	3	9	241.611	1.51822
7	156	3	10	228.348	2.03388
7	156	3	11	261.782	3.44838
7	156	4	1	229.614	0.271434
7	156	4	2	243.209	0.336867
7	156	4	3	244.05	0.401546
7	156	4	4	251.139	0.492532
7	156	4	5	248.889	0.586019
7	156	4	6	242.235	0.697433
7	156	4	7	265.467	0.955387
7	156	4	8	243.297	1.13385
7	156	4	9	244.971	1.53642
7	156	4	10	224.583	2.00385
7	156	4	11	316.952	4.18312
7	156	5	1	236.672	0.276558
7	156	5	2	251.023	0.343501
7	156	5	3	260.515	0.422494
7	156	5	4	252.811	0.487989
7	156	5	5	248.292	0.573716
7	156	5	6	247.995	0.697765
7	156	5	7	256.418	0.898806
7	156	5	8	251.682	1.13633
7	156	5	9	252.736	1.52803
7	156	5	10	243.764	2.07356
7	156	5	11	274.392	3.45619
7	156	6	1	240.865	0.293868
7	156	6	2	249.946	0.35821
7	156	6	3	252.878	0.430486
7	156	6	4	258.3	0.523294
7	156	6	5	255.916	0.619632
7	156	6	6	234.325	0.689744
7	156	6	7	258.626	0.942403
7	156	6	8	245.518	1.14913
7	156	6	9	251.455	1.57086
7	156	6	10	230.657	2.01204
7	156	6	11	270.296	3.46419
7	156	7	1	254.156	0.304615
7	156	7	2	267.75	0.377471
7	156	7	3	262.248	0.439842
7	156	7	4	269.472	0.53906
7	156	7	5	269.129	0.645427
7	156	7	6	257.106	0.752391
7	156	7	7	281.448	1.02451
7	156	7	8	261.901	1.22862
7	156	7	9	258.725	1.62287
7	156	7	10	244.498	2.1467
7	156	7	11	293.768	3.80141
7	156	8	1	232.909	0.276298
7	156	8	2	252.591	0.352084
7	156	8	3	249.142	0.413002
7	156	8	4	259.804	0.514113
7	156	8	5	254.084	0.603925
7	156	8	6	247.036	0.717311
7	156	8	7	257.934	0.93417
7	156	8	8	249.706	1.16765
7	156	8	9	250.333	1.56807
7	156	8	10	232.077	2.0537
7	156	8	11	292.321	3.80248
7	156	9	1	242.4	0.286577
7	156	9	2	257.158	0.356782
7	156	9	3	251.052	0.414211
7	156	9	4	260.049	0.511922
7	156	9	5	265.738	0.628567
7	156	9	6	249.834	0.722008
7	156	9	7	270.657	0.978276
7	156	9	8	265.472	1.23996
7	156	9	9	261.53	1.64293
7	156	9	10	240.027	2.13342
7	156	9	11	304.816	3.99623
7	156	10	1	236.77	0.279328
7	156	10	2	250.187	0.346403
7	156	10	3	249.853	0.41129
7	156	10	4	256.92	0.504768
7	156	10	5	251.938	0.594463
7	156	10	6	250.42	0.722529
7	156	10	7	265.866	0.958974
7	156	10	8	248.638	1.1595
7	156	10	9	244.892	1.53387
7	156	10	10	232.706	2.05878
7	156	10	11	274.28	3.58666
7	156	11	1	241.482	0.283416
7	156	11	2	251.608	0.345848
7	156	11	3	255.428	0.41649
7	156	11	4	248.023	0.481721
7	156	11	5	256.035	0.595938
7	156	11	6	243.191	0.690387
7	156	11	7	266.197	0.941219
7	156	11	8	250.571	1.14177
7	156	11	9	246.126	1.50649
7	156	11	10	227.853	1.96017
7	156	11	11	274.445	3.48041
7	156	12	1	250.611	0.306796
7	156	12	2	272.467	0.392762
7	156	12	3	271.388	0.465453
7	156	12	4	281.127	0.574025
7	156	12	5	261.964	0.640089
7	156	12	6	261.101	0.77442
7	156	12	7	272.797	1.00289
7	156	12	8	260.889	1.22719
7	156	12	9	268.05	1.68097
7	156	12	10	239.788	2.09696
7	156	12	11	292.834	3.73529
7	156	13	1	255.052	0.310856
7	156	13	2	274.427	0.393392
7	156	13	3	275.429	0.469781
7	156	13	4	275.211	0.559826
7	156	13	5	268.278	0.654776
7	156	13	6	269.744	0.801641
7	156	13	7	283.82	1.0483
7	156	13	8	262.313	1.24727
7	156	13	9	261.523	1.66134
7	156	13	10	235.616	2.09076
7	156	13	11	284.92	3.70057
7	156	14	1	239.214	0.26954
7	156	14	2	246.759	0.322034
7	156	14	3	251.285	0.38429
7	156	14	4	248.161	0.445812
7	156	14	5	239.377	0.508504
7	156	14	6	241.609	0.617647
7	156	14	7	251.776	0.791931
7	156	14	8	242.63	0.969689
7	156	14	9	232.417	1.22687
7	156	14	10	235.541	1.73323
7	156	14	11	256.154	2.7805
7	156	15	1	248.382	0.296603
7	156	15	2	265.152	0.372269
7	156	15	3	259.423	0.43369
7	156	15	4	262.409	0.523975
7	156	15	5	264.04	0.634097
7	156	15	6	246.958	0.72488
7	156	15	7	274.749	1.00722
7	156	15	8	250.157	1.18574
7	156	15	9	261.011	1.65679
7	156	15	10	234.229	2.09702
7	156	15	11	268.957	3.53615
7	156	16	1	236.708	0.281226
7	156	16	2	255.167	0.355412
7	156	16	3	254.706	0.421785
7	156	16	4	256.668	0.506812
7	156	16	5	248.374	0.589119
7	156	16	6	248.426	0.720018
7	156	16	7	273.919	0.990972
7	156	16	8	248.013	1.15755
7	156	16	9	255.015	1.59665
7	156	16	10	222.907	1.96289
7	156	16	11	276.446	3.59385
7	156	17	1	237.044	0.267095
7	156	17	2	243.411	0.317664
7	156	17	3	239.345	0.366032
7	156	17	4	242.39	0.435443
7	156	17	5	250.718	0.532598
7	156	17	6	241.209	0.616625
7	156	17	7	254.033	0.799032
7	156	17	8	237.487	0.949136
7	156	17	9	237.535	1.25389
7	156	17	10	232.426	1.71031
7	156	17	11	265.459	2.88151
7	156	18	1	247.793	0.309418
7	156	18	2	256.704	0.377911
7	156	18	3	260.822	0.457011
7	156	18	4	265.423	0.55274
7	156	18	5	249.151	0.618614
7	156	18	6	244.487	0.735982
7	156	18	7	263.932	0.980483
7	156	18	8	241.865	1.14867
7	156	18	9	243.836	1.53265
7	156	18	10	228.075	1.9992
7	156	18	11	287.409	3.66818
7	156	19	1	246.313	0.302011
7	156	19	2	265.793	0.384368
7	156	19	3	269.742	0.46512
7	156	19	4	268.395	0.551754
7	156	19	5	260.383	0.641175
7	156	19	6	249.535	0.747613
7	156	19	7	280.95	1.04303
7	156	19	8	256.82	1.22364
7	156	19	9	241.086	1.52641
7	156	19	10	234.206	2.07214
7	156	19	11	282.609	3.64847
7	156	20	1	246.575	0.299182
7	156	20	2	267.764	0.383243
7	156	20	3	272.889	0.465915
7	156	20	4	286.037	0.583814
7	156	20	5	262.852	0.643844
7	156	20	6	257.197	0.769173
7	156	20	7	292.321	1.08683
7	156	20	8	270.666	1.29532
7	156	20	9	270.75	1.72835
7	156	20	10	250.037	2.23721
7	156	20	11	304.367	3.98863
7	156	21	1	236.265	0.266218
7	156	21	2	243.539	0.317831
7	156	21	3	247.178	0.378011
7	156	21	4	255.126	0.458325
7	156	21	5	256.232	0.544311
7	156	21	6	238.151	0.608807
7	156	21	7	257.016	0.808414
7	156	21	8	242.754	0.970185
7	156	21	9	251.21	1.32607
7	156	21	10	237.948	1.75094
7	156	21	11	296.355	3.21688
7	156	22	1	244.486	0.291205
7	156	22	2	258.314	0.36135
7	156	22	3	256.833	0.427258
7	156	22	4	266.777	0.529478
7	156	22	5	265.052	0.630989
7	156	22	6	251.174	0.730214
7	156	22	7	267.83	0.96945
7	156	22	8	266.287	1.24078
7	156	22	9	262.024	1.63376
7	156	22	10	243.176	2.1265
7	156	22	11	285.508	3.65197
7	156	23	1	239.916	0.282197
7	156	23	2	259.455	0.357711
7	156	23	3	258.623	0.423213
7	156	23	4	261.016	0.508682
7	156	23	5	251.952	0.588369
7	156	23	6	259.511	0.738432
7	156	23	7	266.494	0.943079
7	156	23	8	259.038	1.17989
7	156	23	9	258.811	1.57756
7	156	23	10	248.096	2.11454
7	156	23	11	282.085	3.53352
7	156	24	1	245.611	0.311965
7	156	24	2	262.657	0.394863
7	156	24	3	271.783	0.486931
7	156	24	4	263.89	0.560803
7	156	24	5	262.658	0.664246
7	156	24	6	255.513	0.779389
7	156	24	7	292.642	1.09834
7	156	24	8	246.35	1.17697
7	156	24	9	251.569	1.5883
7	156	24	10	229.181	2.0109
7	156	24	11	256.524	3.26656
7	156	25	1	250.108	0.311128
7	156	25	2	268.518	0.395134
7	156	25	3	275.208	0.483592
7	156	25	4	273.783	0.572752
7	156	25	5	267.633	0.669282
7	156	25	6	250.124	0.758037
7	156	25	7	275.369	1.0312
7	156	25	8	270.389	1.29154
7	156	25	9	248.538	1.57479
7	156	25	10	236.112	2.08232
7	156	25	11	281.719	3.63485
7	156	26	1	255.626	0.311356
7	156	26	2	276.95	0.397831
7	156	26	3	274.253	0.469721
7	156	26	4	270.493	0.552098
7	156	26	5	270.289	0.661666
7	156	26	6	256.326	0.76209
7	156	26	7	278.273	1.02556
7	156	26	8	252.84	1.19319
7	156	26	9	268.881	1.68327
7	156	26	10	234.366	2.05679
7	156	26	11	296.738	3.80559
7	156	27	1	245.523	0.303119
7	156	27	2	265.838	0.386495
7	156	27	3	261.791	0.453058
7	156	27	4	273.811	0.564566
7	156	27	5	258.321	0.638879
7	156	27	6	254.446	0.76435
7	156	27	7	284.637	1.06089
7	156	27	8	255.74	1.22438
7	156	27	9	255.445	1.62382
7	156	27	10	234.083	2.08274
7	156	27	11	292.637	3.79218
7	156	28	1	238.159	0.2847
7	156	28	2	254.081	0.357137
7	156	28	3	261.599	0.437145
7	156	28	4	267.774	0.533088
7	156	28	5	252.232	0.601794
7	156	28	6	245.934	0.714114
7	156	28	7	263.456	0.94962
7	156	28	8	252.114	1.16693
7	156	28	9	250.144	1.54149
7	156	28	10	242.422	2.08752
7	156	28	11	281.719	3.54933
7	156	29	1	236.274	0.279305
7	156	29	2	250.965	0.348086
7	156	29	3	255.462	0.420724
7	156	29	4	261.695	0.513254
7	156	29	5	248.261	0.583033
7	156	29	6	243.915	0.697046
7	156	29	7	264.511	0.938922
7	156	29	8	261.096	1.18888
7	156	29	9	253.092	1.53765
7	156	29	10	238.237	2.02442
7	156	29	11	249.398	3.11043
7	156	30	1	252.46	0.326865
7	156	30	2	267.904	0.409907
7	156	30	3	273.223	0.496345
7	156	30	4	271.868	0.582121
7	156	30	5	266.409	0.674422
7	156	30	6	255.71	0.776255
7	156	30	7	268.089	0.997247
7	156	30	8	249.02	1.17489
7	156	30	9	244.984	1.52755
7	156	30	10	235.72	2.04035
7	156	30	11	268.526	3.37641
7	156	31	1	236.378	0.297743
7	156	31	2	264.804	0.395299
7	156	31	3	250.914	0.446688
7	156	31	4	253.226	0.534339
7	156	31	5	249.788	0.626725
7	156	31	6	231.483	0.698862
7	156	31	7	255.501	0.94745
7	156	31	8	241.51	1.13807
7	156	31	9	235.49	1.46689
7	156	31	10	233.015	2.01618
7	156	31	11	254.599	3.20511
7	156	32	1	261.89	0.325737
7	156	32	2	286.358	0.421262
7	156	32	3	288.523	0.506592
7	156	32	4	293.635	0.612926
7	156	32	5	278.397	0.692774
7	156	32	6	263.745	0.792907
7	156	32	7	283.665	1.05055
7	156	32	8	271.787	1.28249
7	156	32	9	265.626	1.65877
7	156	32	10	239.896	2.08298
7	156	32	11	265.914	3.3744
7	156	33	1	243.953	0.298055
7	156	33	2	259.691	0.374385
7	156	33	3	261.93	0.449402
7	156	33	4	257.447	0.525307
7	156	33	5	256.342	0.623704
7	156	33	6	236.434	0.696641
7	156	33	7	264.841	0.963064
7	156	33	8	246.479	1.14509
7	156	33	9	236.538	1.45667
7	156	33	10	230.333	1.97706
7	156	33	11	290.792	3.64489
7	156	34	1	257.29	0.308262
7	156	34	2	265.586	0.374408
7	156	34	3	258.429	0.432801
7	156	34	4	263.679	0.525352
7	156	34	5	260.427	0.619637
7	156	34	6	245.232	0.708498
7	156	34	7	266.507	0.952809
7	156	34	8	258.751	1.18344
7	156	34	9	252.564	1.53791
7	156	34	10	237.338	2.01257
7	156	34	11	280.833	3.48706
7	156	35	1	239.215	0.284625
7	156	35	2	251.965	0.351936
7	156	35	3	258.118	0.427595
7	156	35	4	259.01	0.510136
7	156	35	5	243.018	0.571526
7	156	35	6	245.359	0.700798
7	156	35	7	261.618	0.924636
7	156	35	8	245.969	1.11163
7	156	35	9	249.625	1.50042
7	156	35	10	238.199	1.99794
7	156	35	11	260.187	3.19447
6	157	0	1	148.797	0.180398
6	157	0	2	156.557	0.237329
6	157	0	3	159.055	0.307421
6	157	0	4	148.551	0.373976
6	157	0	5	163.529	0.554267
6	157	0	6	165.506	0.788644
6	157	0	7	188.633	1.33118
6	157	0	8	180.225	1.995
6	157	1	1	147.399	0.178145
6	157	1	2	160.008	0.241465
6	157	1	3	158.673	0.304896
6	157	1	4	153.48	0.383454
6	157	1	5	156.028	0.524162
6	157	1	6	171.416	0.808312
6	157	1	7	176.269	1.22902
6	157	1	8	168.51	1.841
6	157	2	1	154.645	0.216161
6	157	2	2	171.092	0.303866
6	157	2	3	172.831	0.397153
6	157	2	4	152.639	0.462037
6	157	2	5	175.772	0.721913
6	157	2	6	191.225	1.10902
6	157	2	7	189.291	1.62675
6	157	2	8	194.81	2.63763
6	157	3	1	148.987	0.199625
6	157	3	2	170.573	0.290241
6	157	3	3	167.309	0.367696
6	157	3	4	148.437	0.430457
6	157	3	5	171.166	0.674788
6	157	3	6	183.225	1.02234
6	157	3	7	208.132	1.73407
6	157	3	8	259.853	3.41057
6	157	4	1	145.763	0.186077
6	157	4	2	158.946	0.255468
6	157	4	3	153.973	0.317073
6	157	4	4	144.581	0.38942
6	157	4	5	167.655	0.609629
6	157	4	6	166.862	0.855645
6	157	4	7	177.835	1.35783
6	157	4	8	174.668	2.09383
6	157	5	1	143.492	0.172543
6	157	5	2	152.059	0.227767
6	157	5	3	152.487	0.290065
6	157	5	4	146.001	0.360193
6	157	5	5	154.832	0.5124
6	157	5	6	159.628	0.739405
6	157	5	7	181.384	1.24154
6	157	5	8	193.102	2.06683
6	157	6	1	143.675	0.180359
6	157	6	2	151.175	0.239013
6	157	6	3	151.45	0.306316
6	157	6	4	144.728	0.38163
6	157	6	5	150.914	0.534236
6	157	6	6	163.803	0.813714
6	157	6	7	202.942	1.48605
6	157	6	8	164.603	1.88035
6	157	7	1	152.335	0.209695
6	157	7	2	179.453	0.316294
6	157	7	3	175.296	0.40032
6	157	7	4	151.849	0.458098
6	157	7	5	174.968	0.714439
6	157	7	6	187.366	1.07903
6	157	7	7	195.613	1.66469
6	157	7	8	183.657	2.43967
6	157	8	1	146.556	0.193534
6	157	8	2	165.143	0.277664
6	157	8	3	163.976	0.357145
6	157	8	4	144.982	0.417347
6	157	8	5	169.245	0.664556
6	157	8	6	177.579	0.987572
6	157	8	7	180.102	1.49696
6	157	8	8	177.322	2.31679
6	157	9	1	144.548	0.200192
6	157	9	2	161.279	0.281743
6	157	9	3	171.157	0.385168
6	157	9	4	155.137	0.461055
6	157	9	5	178.5	0.721289
6	157	9	6	184.277	1.05704
6	157	9	7	204.664	1.7544
6	157	9	8	205.113	2.78506
6	157	10	1	146.13	0.178134
6	157	10	2	151.833	0.23108
6	157	10	3	155.6	0.30142
6	157	10	4	143.028	0.36049
6	157	10	5	162.839	0.551678
6	157	10	6	164.806	0.784428
6	157	10	7	172.429	1.21462
6	157	10	8	180.104	1.98589
6	157	11	1	144.787	0.17478
6	157	11	2	156.105	0.235172
6	157	11	3	156.375	0.29979
6	157	11	4	149.496	0.37252
6	157	11	5	164.834	0.551917
6	157	11	6	166.221	0.780741
6	157	11	7	169.912	1.18034
6	157	11	8	178.193	1.93894
6	157	12	1	146.475	0.177203
6	157	12	2	153.429	0.231878
6	157	12	3	154.1	0.296639
6	157	12	4	145.172	0.363626
6	157	12	5	154.367	0.520125
6	157	12	6	165.179	0.781481
6	157	12	7	179.055	1.25327
6	157	12	8	162.343	1.78184
6	157	13	1	154.619	0.187815
6	157	13	2	168.376	0.25588
