#Module 	 Chip 	 Chn 	 Mem 	 Pedestal 	 MeanError
11	178	10	9	246.82	1.04773
11	178	10	10	258.496	1.43813
11	178	10	11	286.411	2.18038
11	178	10	12	285.452	3.1843
11	178	11	1	254.57	0.279501
11	178	11	2	254.053	0.302594
11	178	11	3	249.59	0.335585
11	178	11	4	247.461	0.387242
11	178	11	5	262.032	0.4868
11	178	11	6	255.261	0.56953
11	178	11	7	247.975	0.670743
11	178	11	8	255.508	0.84936
11	178	11	9	252.656	1.06024
11	178	11	10	264.933	1.44982
11	178	11	11	308.897	2.32365
11	178	11	12	298.052	3.27807
11	178	12	1	245.371	0.277793
11	178	12	2	273.586	0.336892
11	178	12	3	274.872	0.382576
11	178	12	4	265.153	0.430569
11	178	12	5	277.99	0.536313
11	178	12	6	272.059	0.630257
11	178	12	7	253.035	0.710015
11	178	12	8	287.056	0.987596
11	178	12	9	256.31	1.10652
11	178	12	10	267.241	1.5039
11	178	12	11	330.059	2.54034
11	178	12	12	290.374	3.26017
11	178	13	1	243.039	0.27625
11	178	13	2	266.993	0.330589
11	178	13	3	262.855	0.368774
11	178	13	4	253.435	0.415937
11	178	13	5	259.688	0.508017
11	178	13	6	262.692	0.618913
11	178	13	7	244.941	0.701612
11	178	13	8	290.422	1.02374
11	178	13	9	246.034	1.09146
11	178	13	10	251.65	1.45765
11	178	13	11	333.482	2.64552
11	178	13	12	298.146	3.45121
11	178	14	1	256.834	0.291562
11	178	14	2	292.254	0.361025
11	178	14	3	276.447	0.386626
11	178	14	4	265.255	0.43355
11	178	14	5	292.785	0.569859
11	178	14	6	286.032	0.670602
11	178	14	7	255.836	0.728888
11	178	14	8	300.733	1.05401
11	178	14	9	255.643	1.12813
11	178	14	10	276.725	1.59687
11	178	14	11	362.065	2.86077
11	178	14	12	370.94	4.27954
11	178	15	1	247.787	0.27443
11	178	15	2	269.842	0.324366
11	178	15	3	272.296	0.369839
11	178	15	4	246.693	0.3906
11	178	15	5	266.89	0.501931
11	178	15	6	268.325	0.607159
11	178	15	7	250.93	0.690209
11	178	15	8	298.333	1.00963
11	178	15	9	247.367	1.05843
11	178	15	10	262.089	1.46398
11	178	15	11	302.153	2.31734
11	178	15	12	290.573	3.25747
11	178	16	1	248.575	0.274193
11	178	16	2	258.915	0.309847
11	178	16	3	254.749	0.344277
11	178	16	4	247.097	0.38874
11	178	16	5	252.9	0.47228
11	178	16	6	254.636	0.571323
11	178	16	7	245.339	0.668451
11	178	16	8	270.56	0.90606
11	178	16	9	238.077	1.00639
11	178	16	10	255.76	1.41091
11	178	16	11	298.001	2.25966
11	178	16	12	284.883	3.1568
11	178	17	1	247.783	0.315673
11	178	17	2	255.893	0.347555
11	178	17	3	257.528	0.395901
11	178	17	4	243.501	0.435405
11	178	17	5	249.256	0.534239
11	178	17	6	254.967	0.667575
11	178	17	7	236.325	0.73457
11	178	17	8	261.892	1.0112
11	178	17	9	234.591	1.16689
11	178	17	10	242.209	1.61215
11	178	17	11	305.848	2.86944
11	178	18	1	247.953	0.282321
11	178	18	2	275.939	0.341857
11	178	18	3	262.674	0.368227
11	178	18	4	262.951	0.430021
11	178	18	5	279.696	0.54275
11	178	18	6	281.679	0.655334
11	178	18	7	255.163	0.716672
11	178	18	8	293.69	1.00936
11	178	18	9	256.062	1.10402
11	178	18	10	257.025	1.44112
11	178	18	11	307.576	2.35741
11	178	18	12	310.588	3.46168
11	178	19	1	247.847	0.280402
11	178	19	2	265.076	0.326352
11	178	19	3	268.828	0.374301
11	178	19	4	248.231	0.402983
11	178	19	5	272.95	0.526493
11	178	19	6	271.364	0.628183
11	178	19	7	252.149	0.705988
11	178	19	8	287.216	0.987628
11	178	19	9	243.975	1.05298
11	178	19	10	262.76	1.47791
11	178	19	11	283.379	2.17457
11	178	19	12	284.589	3.18659
11	178	20	1	250.868	0.280616
11	178	20	2	263.526	0.320289
11	178	20	3	267.338	0.367348
11	178	20	4	256.327	0.410568
11	178	20	5	272.392	0.517952
11	178	20	6	275.084	0.628535
11	178	20	7	241.221	0.668667
11	178	20	8	281.183	0.957795
11	178	20	9	254.666	1.09271
11	178	20	10	267.213	1.49782
11	178	20	11	312.821	2.40582
11	178	20	12	296.899	3.33975
11	178	21	1	245.207	0.272694
11	178	21	2	259.1	0.312877
11	178	21	3	265.684	0.362273
11	178	21	4	245.878	0.390638
11	178	21	5	262.076	0.494335
11	178	21	6	258.428	0.585605
11	178	21	7	240.031	0.660178
11	178	21	8	280.635	0.948902
11	178	21	9	243.582	1.03802
11	178	21	10	256.169	1.42554
11	178	21	11	311.602	2.38142
11	178	21	12	269.603	3.01482
11	178	22	1	263.178	0.291787
11	178	22	2	272.838	0.328303
11	178	22	3	275.344	0.374252
11	178	22	4	260.934	0.413229
11	178	22	5	278.655	0.524073
11	178	22	6	278.256	0.62827
11	178	22	7	261.202	0.716008
11	178	22	8	305.769	1.02935
11	178	22	9	256.792	1.09014
11	178	22	10	273.208	1.51453
11	178	22	11	362.582	2.75586
11	178	22	12	299.418	3.32277
11	178	23	1	262.694	0.29022
11	178	23	2	285.485	0.342222
11	178	23	3	269.738	0.364954
11	178	23	4	265.001	0.417287
11	178	23	5	277.723	0.518953
11	178	23	6	275.074	0.616529
11	178	23	7	255.15	0.692763
11	178	23	8	282.898	0.94374
11	178	23	9	255.601	1.07322
11	178	23	10	276.403	1.5158
11	178	23	11	301.186	2.2679
11	178	23	12	319.839	3.51663
11	178	24	1	238.573	0.275397
11	178	24	2	262.617	0.330093
11	178	24	3	262.165	0.373053
11	178	24	4	249.075	0.413228
11	178	24	5	266.798	0.524992
11	178	24	6	258.785	0.609091
11	178	24	7	238.768	0.676539
11	178	24	8	246.354	0.852338
11	178	24	9	239.229	1.03589
11	178	24	10	245.853	1.38026
11	178	24	11	298.411	2.28756
11	178	24	12	263.993	2.94932
11	178	25	1	259.762	0.295232
11	178	25	2	290.83	0.359796
11	178	25	3	285.09	0.399104
11	178	25	4	272.669	0.445067
11	178	25	5	282.344	0.547275
11	178	25	6	294.361	0.684318
11	178	25	7	263.218	0.738505
11	178	25	8	299.088	1.02807
11	178	25	9	268.875	1.158
11	178	25	10	278.492	1.55896
11	178	25	11	335.166	2.56616
11	178	25	12	297.354	3.31975
11	178	26	1	242.725	0.27488
11	178	26	2	277.742	0.341966
11	178	26	3	267.046	0.371879
11	178	26	4	252.853	0.410308
11	178	26	5	279.626	0.538608
11	178	26	6	275.251	0.635667
11	178	26	7	248.805	0.695625
11	178	26	8	274.151	0.939193
11	178	26	9	244.569	1.05109
11	178	26	10	260.76	1.46144
11	178	26	11	312.137	2.38984
11	178	26	12	292.671	3.27441
11	178	27	1	248.734	0.279087
11	178	27	2	275.591	0.336039
11	178	27	3	270.345	0.372716
11	178	27	4	253.063	0.40665
11	178	27	5	269.779	0.514694
11	178	27	6	267.315	0.611845
11	178	27	7	253.538	0.702775
11	178	27	8	303.696	1.03451
11	178	27	9	253.117	1.08289
11	178	27	10	263.744	1.47507
11	178	27	11	298.234	2.28072
11	178	27	12	282.277	3.15083
11	178	28	1	244.225	0.276344
11	178	28	2	266.498	0.3281
11	178	28	3	261.791	0.364911
11	178	28	4	256.83	0.418178
11	178	28	5	265.78	0.51513
11	178	28	6	270.466	0.630796
11	178	28	7	246.471	0.697506
11	178	28	8	278.293	0.967649
11	178	28	9	247.241	1.081
11	178	28	10	264.283	1.50702
11	178	28	11	300.185	2.34914
11	178	28	12	298.466	3.3998
11	178	29	1	243.498	0.269214
11	178	29	2	271.799	0.326005
11	178	29	3	271.134	0.367246
11	178	29	4	258.866	0.408098
11	178	29	5	271.685	0.50777
11	178	29	6	262.114	0.587182
11	178	29	7	262.723	0.713509
11	178	29	8	268.269	0.894001
11	178	29	9	251.655	1.05615
11	178	29	10	266.005	1.45429
11	178	29	11	298.573	2.24074
11	178	29	12	276.711	3.03474
11	178	30	1	253.111	0.296013
11	178	30	2	285.923	0.364434
11	178	30	3	284.49	0.410221
11	178	30	4	258.954	0.434201
11	178	30	5	273.048	0.541628
11	178	30	6	278.825	0.65901
11	178	30	7	261.911	0.742282
11	178	30	8	276.034	0.952113
11	178	30	9	244.489	1.05187
11	178	30	10	273.604	1.52725
11	178	30	11	296.288	2.25414
11	178	30	12	290.317	3.21229
11	178	31	1	237.901	0.274516
11	178	31	2	262.353	0.329581
11	178	31	3	266.752	0.379117
11	178	31	4	248.363	0.411043
11	178	31	5	261.39	0.512435
11	178	31	6	256.851	0.601734
11	178	31	7	232.78	0.655863
11	178	31	8	261.684	0.89877
11	178	31	9	238.251	1.02408
11	178	31	10	242.774	1.35389
11	178	31	11	283.369	2.15653
11	178	31	12	272.71	3.01655
11	178	32	1	250.366	0.286361
11	178	32	2	278.755	0.346698
11	178	32	3	278.691	0.391986
11	178	32	4	258.02	0.422359
11	178	32	5	283.528	0.549961
11	178	32	6	275.849	0.639385
11	178	32	7	255.746	0.714196
11	178	32	8	280.837	0.9583
11	178	32	9	254.594	1.08679
11	178	32	10	270.183	1.49905
11	178	32	11	290.133	2.20234
11	178	32	12	299.18	3.3049
11	178	33	1	264.614	0.299923
11	178	33	2	291.128	0.358898
11	178	33	3	284.576	0.396202
11	178	33	4	279.208	0.452274
11	178	33	5	288.106	0.553024
11	178	33	6	289.416	0.664316
11	178	33	7	260.753	0.722479
11	178	33	8	289.398	0.980764
11	178	33	9	256.384	1.09127
11	178	33	10	271.3	1.50252
11	178	33	11	313.56	2.36921
11	178	33	12	290.932	3.19822
11	178	34	1	240.148	0.269429
11	178	34	2	269.552	0.32833
11	178	34	3	260.449	0.357984
11	178	34	4	252.694	0.403842
11	178	34	5	271.437	0.513404
11	178	34	6	256.188	0.579194
11	178	34	7	250.977	0.685099
11	178	34	8	276.071	0.922417
11	178	34	9	248.067	1.04347
11	178	34	10	252.426	1.38529
11	178	34	11	296.552	2.21851
11	178	34	12	282.49	3.07837
11	178	35	1	263.025	0.294045
11	178	35	2	281.375	0.343735
11	178	35	3	271.53	0.374804
11	178	35	4	259.699	0.416168
11	178	35	5	284.288	0.541374
11	178	35	6	278.871	0.635438
11	178	35	7	265.446	0.728698
11	178	35	8	281.895	0.950807
11	178	35	9	259.895	1.1052
11	178	35	10	267.895	1.74614
11	178	35	11	325.336	2.46389
11	178	35	12	286.38	3.14078
11	179	0	1	257.222	0.430314
11	179	0	2	268.59	0.741069
11	179	0	3	271.859	1.19234
11	179	0	4	263.015	1.73741
11	179	0	5	283.53	2.73601
11	179	0	6	258.392	3.55769
11	179	1	1	253.255	0.424093
11	179	1	2	253.852	0.702849
11	179	1	3	268.87	1.18134
11	179	1	4	250.374	1.65712
11	179	1	5	271.626	2.62297
11	179	1	6	243.477	3.34726
11	179	2	1	242.883	0.408245
11	179	2	2	257.108	0.71143
11	179	2	3	256.747	1.12899
11	179	2	4	244.192	1.61951
11	179	2	5	275.314	2.6587
11	179	2	6	241.306	3.32087
11	179	3	1	255.805	0.429476
11	179	3	2	270.949	0.752114
11	179	3	3	280.08	1.23384
11	179	3	4	260.84	1.73547
11	179	3	5	289.355	2.80097
11	179	3	6	256.981	3.55447
11	179	4	1	224.39	0.377611
11	179	4	2	238.455	0.661707
11	179	4	3	242.137	1.06826
11	179	4	4	233.698	1.55788
11	179	4	5	235.26	2.28829
11	179	4	6	233.52	3.22658
11	179	5	1	259.373	0.436815
11	179	5	2	273.939	0.762961
11	179	5	3	268.499	1.18679
11	179	5	4	261.27	1.74281
11	179	5	5	289.989	2.81809
11	179	5	6	254.807	3.52171
11	179	6	1	242.926	0.406987
11	179	6	2	268.097	0.74108
11	179	6	3	258.882	1.13655
11	179	6	4	248.906	1.6477
11	179	6	5	256.148	2.47338
11	179	6	6	254.592	3.50139
11	179	7	1	242.42	0.407452
11	179	7	2	250.867	0.705724
11	179	7	3	274.601	1.20987
11	179	7	4	238.724	1.58632
11	179	7	5	269.429	2.61618
11	179	7	6	239.481	3.31463
11	179	8	1	259.079	0.436281
11	179	8	2	263.578	0.734692
11	179	8	3	267.164	1.1909
11	179	8	4	254.229	1.72052
11	179	8	5	297.278	2.96493
11	179	9	1	257.266	0.442414
11	179	9	2	271.116	0.777489
11	179	9	3	270.44	1.2462
11	179	9	4	247.872	1.73498
11	179	9	5	284.954	2.90891
11	179	10	1	252.512	0.437952
11	179	10	2	272.589	0.790097
11	179	10	3	270.743	1.26383
11	179	10	4	256.044	1.81903
11	179	10	5	297.015	3.07446
11	179	11	1	246.473	0.425564
11	179	11	2	272.916	0.788114
11	179	11	3	272.423	1.26904
11	179	11	4	246.688	1.757
11	179	11	5	287.966	3.01159
11	179	12	1	266.467	0.446159
11	179	12	2	278.658	0.770057
11	179	12	3	275.023	1.20879
11	179	12	4	261.947	1.73673
11	179	12	5	284.596	2.7571
11	179	12	6	267.214	3.68721
11	179	13	1	251.893	0.423372
11	179	13	2	262.249	0.729749
11	179	13	3	270.554	1.20323
11	179	13	4	248.704	1.67848
11	179	13	5	311.087	3.0913
11	179	14	1	235.292	0.397289
11	179	14	2	258.622	0.724116
11	179	14	3	263.928	1.17887
11	179	14	4	245.762	1.6675
11	179	14	5	277.286	2.76871
11	179	15	1	252.282	0.425955
11	179	15	2	264.577	0.738237
11	179	15	3	269.893	1.20083
11	179	15	4	253.022	1.69844
11	179	15	5	283.675	2.78127
11	179	15	6	249.207	3.47464
11	179	16	1	247.749	0.420307
11	179	16	2	262.334	0.738028
11	179	16	3	262.421	1.17304
11	179	16	4	246.738	1.67085
11	179	16	5	281.662	2.78396
11	179	16	6	248.023	3.48672
11	179	17	1	257.656	0.437667
11	179	17	2	274.836	0.772732
11	179	17	3	277.48	1.2444
11	179	17	4	266.89	1.80823
11	179	17	5	288.557	2.84905
11	179	17	6	267.996	3.75086
11	179	18	1	253.709	0.424901
11	179	18	2	273.048	0.754902
11	179	18	3	276.684	1.21684
11	179	18	4	262.913	1.74291
11	179	18	5	286.753	2.76814
11	179	18	6	262.037	3.60479
11	179	19	1	239.332	0.401546
11	179	19	2	255.756	0.709626
11	179	19	3	243.38	1.07248
11	179	19	4	246.875	1.64266
11	179	19	5	267.684	2.59448
11	179	19	6	245.47	3.39265
11	179	20	1	239.734	0.403469
11	179	20	2	262.186	0.730785
11	179	20	3	265.111	1.17777
11	179	20	4	250.845	1.68428
11	179	20	5	277.364	2.7143
11	179	20	6	248.169	3.4595
11	179	21	1	250.098	0.426713
11	179	21	2	267.26	0.7546
11	179	21	3	258.97	1.16734
11	179	21	4	251.388	1.71465
11	179	21	5	273.849	2.71644
11	179	21	6	248.413	3.51063
11	179	22	1	247.88	0.422561
11	179	22	2	267.894	0.758674
11	179	22	3	266.744	1.20654
11	179	22	4	249.343	1.71048
11	179	22	5	279.433	2.79965
11	179	23	1	251.866	0.430481
11	179	23	2	270.545	0.771771
11	179	23	3	273.186	1.25114
11	179	23	4	259.428	1.79734
11	179	23	5	284.954	2.87072
11	179	24	1	253.183	0.425386
11	179	24	2	263.897	0.735165
11	179	24	3	269.635	1.20351
11	179	24	4	248.872	1.68961
11	179	24	5	296.301	2.97015
11	179	25	1	249.644	0.421509
11	179	25	2	270.184	0.752608
11	179	25	3	271.612	1.20477
11	179	25	4	251.062	1.6821
11	179	25	5	264.399	2.58212
11	179	25	6	256.415	3.57271
11	179	26	1	261.493	0.443698
11	179	26	2	276.741	0.779119
11	179	26	3	275.416	1.24373
11	179	26	4	255.298	1.75559
11	179	26	5	303.176	3.07465
11	179	27	1	259.324	0.451633
11	179	27	2	278.584	0.811258
11	179	27	3	273.196	1.28942
11	179	27	4	255.415	1.84306
11	179	27	5	315.881	3.33897
11	179	28	1	257.946	0.460887
11	179	28	2	274.622	0.830409
11	179	28	3	285.702	1.41222
11	179	28	4	255.338	1.95131
11	179	28	5	317.132	3.57118
11	179	29	1	251.539	0.444841
11	179	29	2	272.008	0.80686
11	179	29	3	275.474	1.3247
11	179	29	4	251.618	1.85219
11	179	29	5	311.21	3.36212
11	179	30	1	262.253	0.44078
11	179	30	2	285.163	0.791038
11	179	30	3	260.942	1.1513
11	179	30	4	254.129	1.69168
11	179	30	5	268.503	2.59414
11	179	30	6	266.753	3.66241
11	179	31	1	243.912	0.414285
11	179	31	2	262.514	0.737969
11	179	31	3	248.068	1.11163
11	179	31	4	240.115	1.61996
11	179	31	5	261.521	2.5741
11	179	31	6	248.019	3.46111
11	179	32	1	262.358	0.446689
11	179	32	2	286.902	0.812075
11	179	32	3	287.463	1.30697
11	179	32	4	265.16	1.83591
11	179	32	5	317.815	3.24894
11	179	33	1	258.919	0.44701
11	179	33	2	289.658	0.836212
11	179	33	3	287.443	1.34315
11	179	33	4	261.37	1.8775
11	179	33	5	331.897	3.55954
11	179	34	1	253.141	0.454101
11	179	34	2	276.758	0.84154
11	179	34	3	280.427	1.40923
11	179	34	4	248.128	1.96995
11	179	34	5	326.004	3.97448
11	179	35	1	269.731	0.492401
11	179	35	2	292.848	0.908119
11	179	35	3	294.306	1.50541
11	179	35	4	267.668	2.12035
11	179	35	5	327.292	3.81399
11	180	0	1	237.197	0.304903
11	180	0	2	243.704	0.416931
11	180	0	3	245.695	0.56462
11	180	0	4	246.734	0.755399
11	180	0	5	239.149	0.975956
11	180	0	6	252.836	1.38728
11	180	0	7	233.431	1.74832
11	180	0	8	263.432	2.74096
11	180	1	1	250.733	0.318367
11	180	1	2	246.784	0.416986
11	180	1	3	249.986	0.567173
11	180	1	4	253.974	0.76805
11	180	1	5	267.63	1.07897
11	180	1	6	254.765	1.38076
11	180	1	7	236.547	1.74765
11	180	1	8	264.662	2.72327
11	180	2	1	245.784	0.315276
11	180	2	2	235.21	0.401654
11	180	2	3	238.214	0.546407
11	180	2	4	244.849	0.74902
11	180	2	5	256.091	1.04426
11	180	2	6	237.542	1.30342
11	180	2	7	229.726	1.71863
11	180	2	8	278.154	2.90075
11	180	3	1	241.77	0.310234
11	180	3	2	247.319	0.422427
11	180	3	3	239.97	0.550615
11	180	3	4	246.25	0.753463
11	180	3	5	247.786	1.011
11	180	3	6	249.764	1.37167
11	180	3	7	233.955	1.75243
11	180	3	8	272.511	2.84701
11	180	4	1	242.645	0.321477
11	180	4	2	255.417	0.455559
11	180	4	3	253.957	0.616169
11	180	4	4	256.44	0.84115
11	180	4	5	261.238	1.15869
11	180	4	6	263.786	1.60404
11	180	4	7	246.907	2.06829
11	180	4	8	277.027	3.25666
11	180	5	1	236.064	0.300969
11	180	5	2	242.722	0.411619
11	180	5	3	249.841	0.568756
11	180	5	4	239.765	0.726978
11	180	5	5	245.604	0.99193
11	180	5	6	258.494	1.40335
11	180	5	7	232.731	1.72073
11	180	5	8	295.593	3.0417
11	180	6	1	235.994	0.303752
11	180	6	2	238.808	0.409132
11	180	6	3	237.189	0.545782
11	180	6	4	251.485	0.771179
11	180	6	5	243.691	0.99512
11	180	6	6	232.834	1.27773
11	180	6	7	225.82	1.6881
11	180	6	8	279.569	2.91013
11	180	7	1	230.779	0.296166
11	180	7	2	236.144	0.403629
11	180	7	3	240.483	0.552313
11	180	7	4	233.508	0.715799
11	180	7	5	242.27	0.99006
11	180	7	6	242.996	1.33676
11	180	7	7	225.619	1.69203
11	180	7	8	245.273	2.56035
11	180	8	1	263.115	0.337975
11	180	8	2	259.189	0.443475
11	180	8	3	254.176	0.584691
11	180	8	4	252.685	0.775328
11	180	8	5	265.204	1.08578
11	180	8	6	268.155	1.47711
11	180	8	7	243.611	1.83337
11	180	8	8	275.1	2.88194
11	180	9	1	235.228	0.302577
11	180	9	2	238.969	0.409293
11	180	9	3	234.083	0.539104
11	180	9	4	253.316	0.778211
11	180	9	5	244.74	1.00311
11	180	9	6	239.777	1.32326
11	180	9	7	229.42	1.72838
11	180	9	8	241.438	2.52984
11	180	10	1	246.517	0.317044
11	180	10	2	236.519	0.404888
11	180	10	3	247.921	0.570425
11	180	10	4	250.202	0.767777
11	180	10	5	265.4	1.08638
11	180	10	6	250.522	1.38023
11	180	10	7	241.603	1.81303
11	180	10	8	270.215	2.82164
11	180	11	1	230.917	0.29723
11	180	11	2	237.336	0.406732
11	180	11	3	234.968	0.541005
11	180	11	4	230.007	0.706504
11	180	11	5	244.31	1.00089
11	180	11	6	237.893	1.31023
11	180	11	7	228.481	1.71717
11	180	11	8	257.154	2.68248
11	180	12	1	232.439	0.299322
11	180	12	2	232.449	0.398479
11	180	12	3	231.725	0.533997
11	180	12	4	236.137	0.726444
11	180	12	5	240.943	0.987645
11	180	12	6	239.269	1.32066
11	180	12	7	222.993	1.67707
11	180	12	8	256.938	2.69582
11	180	13	1	241.569	0.311027
11	180	13	2	240.044	0.411692
11	180	13	3	234.023	0.539949
11	180	13	4	246.673	0.759676
11	180	13	5	233.94	0.961813
11	180	13	6	249.902	1.38382
11	180	13	7	231.999	1.75611
11	180	13	8	267.085	2.8122
11	180	14	1	236.494	0.304479
11	180	14	2	235.698	0.404401
11	180	14	3	234.065	0.540149
11	180	14	4	247.057	0.761624
11	180	14	5	245.157	1.00775
11	180	14	6	254.104	1.40802
11	180	14	7	235.09	1.779
11	180	14	8	259.687	2.73294
11	180	15	1	230.122	0.297233
11	180	15	2	224.371	0.386149
11	180	15	3	233.845	0.541696
11	180	15	4	237.877	0.736367
11	180	15	5	241.615	0.998399
11	180	15	6	238.423	1.3265
11	180	15	7	230.396	1.74929
11	180	15	8	253.408	2.67591
11	180	16	1	237.034	0.309092
11	180	16	2	235.307	0.407894
11	180	16	3	244.598	0.569721
11	180	16	4	242.311	0.75393
11	180	16	5	248.688	1.03199
11	180	16	6	238.51	1.33435
11	180	16	7	222.435	1.69709
11	180	16	8	255.661	2.71274
11	180	17	1	244.646	0.315974
11	180	17	2	236.838	0.408041
11	180	17	3	239.92	0.556137
11	180	17	4	248.923	0.770096
11	180	17	5	240.914	0.994554
11	180	17	6	243.872	1.35642
11	180	17	7	224.333	1.70023
11	180	17	8	256.607	2.70038
11	180	18	1	242.292	0.313496
11	180	18	2	241.739	0.416779
11	180	18	3	253.889	0.589096
11	180	18	4	255.581	0.791591
11	180	18	5	268.723	1.11079
11	180	18	6	246.817	1.37379
11	180	18	7	245.135	1.86115
11	180	18	8	269.636	2.85814
11	180	19	1	230.558	0.298313
11	180	19	2	230.532	0.398069
11	180	19	3	230.661	0.536407
11	180	19	4	245.151	0.762696
11	180	19	5	243.026	1.01147
11	180	19	6	244.544	1.37133
11	180	19	7	225.154	1.7266
11	180	19	8	269.049	2.87658
11	180	20	1	242.433	0.315368
11	180	20	2	238.317	0.413734
11	180	20	3	252.391	0.590832
11	180	20	4	255.051	0.798797
11	180	20	5	251.946	1.05565
11	180	20	6	256.985	1.45711
11	180	20	7	231.928	1.79418
11	180	20	8	266.345	2.88231
11	180	21	1	247.806	0.321683
11	180	21	2	243.698	0.422283
11	180	21	3	254.395	0.594667
11	180	21	4	250.917	0.785083
11	180	21	5	257.375	1.07719
11	180	21	6	245.417	1.38918
11	180	21	7	233.032	1.80396
11	180	21	8	277.57	2.99748
11	180	22	1	239.556	0.312783
11	180	22	2	239.849	0.418456
11	180	22	3	245.146	0.577552
11	180	22	4	252.433	0.797444
11	180	22	5	255.876	1.08093
11	180	22	6	250.139	1.42878
11	180	22	7	226.732	1.77108
11	180	22	8	272.642	2.98205
11	180	23	1	232.035	0.301935
11	180	23	2	231.596	0.402739
11	180	23	3	240.685	0.564627
11	180	23	4	252.364	0.792969
11	180	23	5	251.038	1.05503
11	180	23	6	242.973	1.37988
11	180	23	7	225.336	1.74842
11	180	23	8	255.069	2.75754
11	180	24	1	245.377	0.321455
11	180	24	2	243.219	0.42596
11	180	24	3	243.721	0.575604
11	180	24	4	253.936	0.802568
11	180	24	5	264.839	1.12069
11	180	24	6	261.127	1.49055
11	180	24	7	239.763	1.8682
11	180	24	8	288.39	3.13802
11	180	25	1	239.163	0.314427
11	180	25	2	234.98	0.413035
11	180	25	3	239.125	0.567629
11	180	25	4	237.998	0.758394
11	180	25	5	253.595	1.0834
11	180	25	6	265.451	1.53937
11	180	25	7	229.148	1.82323
11	180	25	8	273.091	3.03773
11	180	26	1	242.425	0.319681
11	180	26	2	245.519	0.433548
11	180	26	3	248.809	0.59462
11	180	26	4	248.467	0.798163
11	180	26	5	266.589	1.1524
11	180	26	6	258.141	1.51735
11	180	26	7	220.885	1.78563
11	180	26	8	277.92	3.14905
11	180	27	1	247.565	0.333894
11	180	27	2	247.22	0.449347
11	180	27	3	253.956	0.629139
11	180	27	4	246.227	0.826582
11	180	27	5	264.144	1.20125
11	180	27	6	268.747	1.67987
11	180	27	7	228.946	1.97942
11	180	27	8	291.731	3.54402
11	180	28	1	243.376	0.331567
11	180	28	2	249.309	0.458669
11	180	28	3	258.75	0.650006
11	180	28	4	262.042	0.892441
11	180	28	5	267.409	1.23445
11	180	28	6	275.246	1.74802
11	180	28	7	233.087	2.04274
11	180	28	8	294.556	3.63732
11	180	29	1	245.793	0.331614
11	180	29	2	242.087	0.439615
11	180	29	3	247.074	0.610502
11	180	29	4	241.112	0.806495
11	180	29	5	276.532	1.25097
11	180	29	6	261.908	1.62676
11	180	29	7	226.547	1.93991
11	180	29	8	277.965	3.3393
11	180	30	1	245.736	0.326285
11	180	30	2	241.679	0.430579
11	180	30	3	246.729	0.595943
11	180	30	4	250.216	0.812613
11	180	30	5	252.36	1.09935
11	180	30	6	246.203	1.45107
11	180	30	7	231.227	1.86936
11	180	30	8	285.216	3.22778
11	180	31	1	242.063	0.324309
11	180	31	2	251.425	0.453103
11	180	31	3	261.193	0.640791
11	180	31	4	255.48	0.848084
11	180	31	5	267.564	1.2014
11	180	31	6	265.278	1.62356
11	180	31	7	233.805	1.97757
11	180	31	8	288.725	3.4416
11	180	32	1	241.226	0.323869
11	180	32	2	259.896	0.470213
11	180	32	3	254.379	0.628465
11	180	32	4	304.27	1.02129
11	180	32	5	284.187	1.29543
11	180	32	6	288.133	1.8062
11	180	32	7	239.254	2.08997
11	180	32	8	299.5	3.72258
11	180	33	1	246.44	0.332896
11	180	33	2	237.88	0.433891
11	180	33	3	251.052	0.62647
11	180	33	4	274.797	0.93354
11	180	33	5	284.263	1.31636
11	180	33	6	283.68	1.80975
11	180	33	7	224.389	1.99925
11	180	33	8	327.481	4.17283
11	180	34	1	253.423	0.34727
11	180	34	2	255.673	0.472339
11	180	34	3	265.101	0.67042
11	180	34	4	262.965	0.905834
11	180	34	5	282.117	1.32468
11	180	34	6	272.272	1.76074
11	180	34	7	233.647	2.11352
11	180	34	8	331.996	4.23449
11	180	35	1	259.79	0.354275
11	180	35	2	258.596	0.477622
11	180	35	3	263.939	0.66595
11	180	35	4	271.875	0.932393
11	180	35	5	280.418	1.3076
11	180	35	6	288.509	1.8401
11	180	35	7	246.216	2.18507
11	180	35	8	290.453	3.60208
11	181	0	1	255.718	0.311141
11	181	0	2	243.387	0.317911
11	181	0	3	255.155	0.380248
11	181	0	4	245.868	0.428651
11	181	0	5	252.304	0.520678
11	181	0	6	268.606	0.735135
11	181	0	7	272.833	0.887038
11	181	0	8	265.569	1.04137
11	181	0	9	273.914	1.36783
11	181	0	10	239.172	1.58274
11	181	0	11	268.181	2.50473
11	181	0	12	241.195	3.34349
11	181	1	1	257.592	0.302148
11	181	1	2	256.135	0.329612
11	181	1	3	266.889	0.394673
11	181	1	4	249.15	0.43172
11	181	1	5	267.071	0.550082
11	181	1	6	264.005	0.68568
11	181	1	7	275.937	0.867256
11	181	1	8	277.353	1.09258
11	181	1	9	279.038	1.40467
11	181	1	10	248.311	1.65766
11	181	1	11	279.111	2.64659
11	181	2	1	267.937	0.30977
11	181	2	2	264.086	0.341868
11	181	2	3	272.973	0.406166
11	181	2	4	252.666	0.439902
11	181	2	5	270.637	0.560304
11	181	2	6	283.721	0.716916
11	181	2	7	288.906	0.890544
11	181	2	8	273.77	1.06449
